,Source.Name,,created_at,,id,,like_count,quote_count,reply_count,retweet_count,,tweet,,CLEANED
17,FinancialTimesv3_0906.csv,,05/09/2020 10:15,,160,,21,0,7,4,,"RT @ftproperty: Golf simulators, private restaurants, wine-tasting rooms — luxury developers are providing residents with increasingly deca…",,RT ftproperty Golf simulators private restaurants winetasting rooms  luxury developers are providing residents with increasingly deca
9,FinancialTimesv3_0906.csv,,05/09/2020 15:02,,161,,0,0,0,4,,Want to know more about how the @financialtimes' views are formed? Join editor @KhalafRoula and a panel including @MartinWolf_ @JananGanesh @GillianTett @sarahoconnor_ for a rare look inside the FT's editorial debate at #FTWeekendFestival TODAY 4.30pm BST: https://t.co/HrAU0hmhJZ https://t.co/aIHAMFDxH9,,Want to know more about how the financialtimes views are formed? Join editor KhalafRoula and a panel including MartinWolf JananGanesh GillianTett sarahoconnor for a rare look inside the FTs editorial debate at FTWeekendFestival TODAY 430pm BST httpstcoHrAU0hmhJZ httpstcoaIHAMFDxH9
5,FinancialTimesv3_0906.csv,,05/09/2020 18:04,,162,,0,0,0,4,,"‘I like a good spoon of caviar once in a while, but I don’t think in this economic climate it is necessary’: chef @DanielBoulud on surviving Covid and the future of fine dining https://t.co/JB7uWv7y1T",,I like a good spoon of caviar once in a while but I dont think in this economic climate it is necessary chef DanielBoulud on surviving Covid and the future of fine dining httpstcoJB7uWv7y1T
4,FinancialTimesv3_0906.csv,,05/09/2020 18:06,,163,,0,0,0,4,,Boris Johnson claims UK would ‘prosper’ in no-deal Brexit https://t.co/6538lJ1Xpc,,Boris Johnson claims UK would prosper in nodeal Brexit httpstco6538lJ1Xpc
3,FinancialTimesv3_0906.csv,,05/09/2020 19:21,,164,,0,0,0,4,,RT @FTLifeArts: Happening now &gt;&gt; Find out how we can use numbers to think more clearly about the world around us with @timharford and @jbur…,,RT FTLifeArts Happening now gtgt Find out how we can use numbers to think more clearly about the world around us with timharford and jbur
782,FinancialTimesv3_0912.csv,,06/09/2020 02:42,,165,,13,1,0,4,,Himalayan border tension is ‘a recipe for disaster’ https://t.co/wVZhoTX5OM,,Himalayan border tension is a recipe for disaster httpstcowVZhoTX5OM
780,FinancialTimesv3_0912.csv,,06/09/2020 03:12,,166,,22,1,1,4,,Whatever happened to your childhood Lego? Turns out you could be sitting on a goldmine https://t.co/tcjVYMKJTL,,Whatever happened to your childhood Lego? Turns out you could be sitting on a goldmine httpstcotcjVYMKJTL
779,FinancialTimesv3_0912.csv,,06/09/2020 05:10,,167,,12,0,3,4,,"‘Then it hit me: the whole Wirecard list; the names, the revenue, the sales… it was all fake’: Dan McCrum @FD on how the FT exposed a billion-dollar fraud https://t.co/bbqaCFO2Iw",,Then it hit me the whole Wirecard list the names the revenue the sales it was all fake Dan McCrum FD on how the FT exposed a billiondollar fraud httpstcobbqaCFO2Iw
777,FinancialTimesv3_0912.csv,,06/09/2020 05:13,,168,,13,1,5,5,,"Five smart ways to handle remote work, and two dumb ones https://t.co/YYlMwYR1N2",,Five smart ways to handle remote work and two dumb ones httpstcoYYlMwYR1N2
766,FinancialTimesv3_0912.csv,,06/09/2020 11:17,,169,,34,0,3,5,,Borisov under fire as Bulgarians lose patience with failures on graft https://t.co/ibPaagIeJ0,,Borisov under fire as Bulgarians lose patience with failures on graft httpstcoibPaagIeJ0
765,FinancialTimesv3_0912.csv,,06/09/2020 11:33,,170,,5,0,0,5,,The Fed risks higher inflation to boost jobs https://t.co/kC8ha12GRk,,The Fed risks higher inflation to boost jobs httpstcokC8ha12GRk
763,FinancialTimesv3_0912.csv,,06/09/2020 13:03,,171,,10,0,1,5,,"Sarah Sands: 'In its drive to reflect a new world, the BBC sometimes overlooks an older one. It can treat social conservatism with incomprehension' https://t.co/bM7WL5e3F8",,Sarah Sands In its drive to reflect a new world the BBC sometimes overlooks an older one It can treat social conservatism with incomprehension httpstcobM7WL5e3F8
761,FinancialTimesv3_0912.csv,,06/09/2020 14:35,,172,,22,2,11,5,,ECB should ignore latest central bank inflation fad https://t.co/T8btWQGg3a,,ECB should ignore latest central bank inflation fad httpstcoT8btWQGg3a
759,FinancialTimesv3_0912.csv,,06/09/2020 15:04,,173,,14,0,1,5,,Dressing a room is rather like dressing oneself' – follow @LukeEdwardHall inside his favourite rooms for flair and original style https://t.co/6914NhmOFO,,Dressing a room is rather like dressing oneself  follow LukeEdwardHall inside his favourite rooms for flair and original style httpstco6914NhmOFO
756,FinancialTimesv3_0912.csv,,06/09/2020 17:05,,174,,0,0,0,5,,"We shall not cease from exploration and the end of all our exploring will be to arrive where we started and know the place for the first time' — TS Eliot. 

Anthropologist Wade Davis writes on the art of exploring (free to read): https://t.co/1oeeIQgQ8U",,We shall not cease from exploration and the end of all our exploring will be to arrive where we started and know the place for the first time  TS Eliot Anthropologist Wade Davis writes on the art of exploring free to read httpstco1oeeIQgQ8U
754,FinancialTimesv3_0912.csv,,06/09/2020 18:56,,175,,12,7,5,5,,"‘Hotel Rwanda’ hero was not kidnapped, says Paul Kagame https://t.co/uZnpGl6yq5",,Hotel Rwanda hero was not kidnapped says Paul Kagame httpstcouZnpGl6yq5
751,FinancialTimesv3_0912.csv,,06/09/2020 21:18,,176,,0,0,0,5,,UK plan to undermine withdrawal treaty threatens Brexit trade talks https://t.co/81dvzU8vWL,,UK plan to undermine withdrawal treaty threatens Brexit trade talks httpstco81dvzU8vWL
748,FinancialTimesv3_0912.csv,,06/09/2020 22:35,,177,,16,0,6,5,,Production of Nissan’s UK flagship vehicle delayed further https://t.co/cCcSvW607u,,Production of Nissans UK flagship vehicle delayed further httpstcocCcSvW607u
744,FinancialTimesv3_0912.csv,,07/09/2020 00:45,,178,,10,0,2,5,,Afterpay prospers from boom in online sales as rivals circle https://t.co/cZzmeez7XA,,Afterpay prospers from boom in online sales as rivals circle httpstcocZzmeez7XA
745,FinancialTimesv3_0912.csv,,07/09/2020 00:45,,179,,9,0,0,5,,‘Fomo feeling’ propels Indian investors into stock market https://t.co/iuWehn1UUk,,Fomo feeling propels Indian investors into stock market httpstcoiuWehn1UUk
743,FinancialTimesv3_0912.csv,,07/09/2020 00:45,,180,,13,0,1,5,,Hundreds arrested as Hong Kong protesters re-emerge https://t.co/9UP7Eq9to7,,Hundreds arrested as Hong Kong protesters reemerge httpstco9UP7Eq9to7
739,FinancialTimesv3_0912.csv,,07/09/2020 04:21,,181,,15,1,2,5,,"Daily coronavirus thread: Australia signed a $1.25bn deal for 85m Covid-19 vaccines, Israel’s ulta-orthodox Jews blocked a lockdown and a former Cook Islands prime minister died. Follow our live coverage: https://t.co/SKrpYqAVPF",,Daily coronavirus thread Australia signed a 125bn deal for 85m Covid19 vaccines Israels ultaorthodox Jews blocked a lockdown and a former Cook Islands prime minister died Follow our live coverage httpstcoSKrpYqAVPF
736,FinancialTimesv3_0912.csv,,07/09/2020 05:10,,182,,0,0,0,5,,Just in: China’s exports rose 9.5% in August compared with last year —  the highest increase of any month this year. Follow our live coverage: https://t.co/XxdIzXA7yL https://t.co/UftjtklPfc,,Just in Chinas exports rose 95 in August compared with last year   the highest increase of any month this year Follow our live coverage httpstcoXxdIzXA7yL httpstcoUftjtklPfc
734,FinancialTimesv3_0912.csv,,07/09/2020 05:40,,183,,14,0,5,5,,"In India, under one of the world’s strictest lockdowns, home-bound investors are piling into the stock market https://t.co/y5iMw0hxhZ",,In India under one of the worlds strictest lockdowns homebound investors are piling into the stock market httpstcoy5iMw0hxhZ
729,FinancialTimesv3_0912.csv,,07/09/2020 06:40,,184,,19,0,3,5,,"The stand-off in the Himalayan border region is ‘an accident just waiting to happen’, said Gautam Bambawale, India’s former ambassador to Beijing https://t.co/dTa5qt6QnU",,The standoff in the Himalayan border region is an accident just waiting to happen said Gautam Bambawale Indias former ambassador to Beijing httpstcodTa5qt6QnU
725,FinancialTimesv3_0912.csv,,07/09/2020 07:40,,185,,16,1,0,5,,"RT @khalafroula: Good morning and here’s what happening: 

The UK plans  to undermine withdrawal treaty, putting Brexit talks at risk. 

 h…",,RT khalafroula Good morning and heres what happening The UK plans  to undermine withdrawal treaty putting Brexit talks at risk  h
719,FinancialTimesv3_0912.csv,,07/09/2020 08:40,,186,,19,2,5,5,,"Explainer: The UK is planning to undermine central parts of last October’s Brexit withdrawal agreement. Here’s why, and what the ramifications will be: https://t.co/Y4vNH16b0I",,Explainer The UK is planning to undermine central parts of last Octobers Brexit withdrawal agreement Heres why and what the ramifications will be httpstcoY4vNH16b0I
718,FinancialTimesv3_0912.csv,,07/09/2020 08:50,,187,,25,0,2,5,,RT @pmdfoster: NEW: 🚨🚨🚨🇬🇧🇪🇺🚨🚨🚨UK planning legislation to override key parts of #brexit withdrawal treaty and Northern Ireland protocol - a…,,RT pmdfoster NEW UK planning legislation to override key parts of brexit withdrawal treaty and Northern Ireland protocol  a
717,FinancialTimesv3_0912.csv,,07/09/2020 09:00,,188,,9,1,2,5,,Pilita Clark has five examples of smart ways companies are adapting to home working — and two dumb ones https://t.co/UI2W6vp0Ge https://t.co/vo8F4pvBZN,,Pilita Clark has five examples of smart ways companies are adapting to home working  and two dumb ones httpstcoUI2W6vp0Ge httpstcovo8F4pvBZN
711,FinancialTimesv3_0912.csv,,07/09/2020 11:30,,189,,21,0,1,5,,Production has begun on what could become the first privately built rocket developed in the country to be fired into orbit https://t.co/W4ZBJ63T5G,,Production has begun on what could become the first privately built rocket developed in the country to be fired into orbit httpstcoW4ZBJ63T5G
709,FinancialTimesv3_0912.csv,,07/09/2020 12:30,,190,,22,1,3,5,,"In our Rebooting the Workplace series, Andrew Hill explores how the crisis has accelerated changes in the workplace that were already under way, triggering a radical rethink not just of where we work, but how https://t.co/MO6dLuDcaQ",,In our Rebooting the Workplace series Andrew Hill explores how the crisis has accelerated changes in the workplace that were already under way triggering a radical rethink not just of where we work but how httpstcoMO6dLuDcaQ
708,FinancialTimesv3_0912.csv,,07/09/2020 12:45,,191,,25,2,5,5,,"According to people familiar with the plans, sections of the UK's new legislation are expected to ‘eliminate the legal force of parts of the [Brexit] withdrawal agreement’ in areas including state aid and Northern Ireland customs https://t.co/iUFHcdrkv2 https://t.co/W44VHN7J11",,According to people familiar with the plans sections of the UKs new legislation are expected to eliminate the legal force of parts of the Brexit withdrawal agreement in areas including state aid and Northern Ireland customs httpstcoiUFHcdrkv2 httpstcoW44VHN7J11
704,FinancialTimesv3_0912.csv,,07/09/2020 14:00,,192,,14,1,0,5,,RT @JosephineCumbo: UK universities and staff face huge jump in pension contributions  https://t.co/PfgmmiSmY8 via @financialtimes,,RT JosephineCumbo UK universities and staff face huge jump in pension contributions  httpstcoPfgmmiSmY8 via financialtimes
702,FinancialTimesv3_0912.csv,,07/09/2020 14:45,,193,,23,3,5,5,,"RT @muradahmed: Cost risks of hosting Olympics similar to natural disasters, new study warns as Oxford researchers accuse IOC of delusion o…",,RT muradahmed Cost risks of hosting Olympics similar to natural disasters new study warns as Oxford researchers accuse IOC of delusion o
701,FinancialTimesv3_0912.csv,,07/09/2020 15:00,,194,,12,0,1,5,,"Samsung is benefitting from the US sanctions on Huawei, as more companies look to it for 5G equipment https://t.co/oJrh2DpYBN",,Samsung is benefitting from the US sanctions on Huawei as more companies look to it for 5G equipment httpstcooJrh2DpYBN
699,FinancialTimesv3_0912.csv,,07/09/2020 15:30,,195,,17,0,2,5,,"Rebooting the Workplace: A highly networked organisation, in which information travels fast and without impediments, is the only coherent response to a world where business conditions can change overnight, write Cath Bishop and Margaret Heffernan https://t.co/H7LmCf7xmS",,Rebooting the Workplace A highly networked organisation in which information travels fast and without impediments is the only coherent response to a world where business conditions can change overnight write Cath Bishop and Margaret Heffernan httpstcoH7LmCf7xmS
684,FinancialTimesv3_0912.csv,,07/09/2020 15:51,,196,,11,1,0,5,,UK plan to undermine withdrawal treaty puts Brexit talks at risk https://t.co/4DCpUHHRSw,,UK plan to undermine withdrawal treaty puts Brexit talks at risk httpstco4DCpUHHRSw
678,FinancialTimesv3_0912.csv,,07/09/2020 15:51,,197,,6,1,2,5,,Donald Trump vs Joe Biden: markets rattled by risk of a messy election result https://t.co/IPID35cRGH,,Donald Trump vs Joe Biden markets rattled by risk of a messy election result httpstcoIPID35cRGH
683,FinancialTimesv3_0912.csv,,07/09/2020 15:51,,198,,16,0,0,5,,Reed Hastings: ‘Netflix is still in challenger status’ https://t.co/u4WUOhkRLx,,Reed Hastings Netflix is still in challenger status httpstcou4WUOhkRLx
676,FinancialTimesv3_0912.csv,,07/09/2020 15:51,,199,,15,2,5,5,,Donald Trump vs Joe Biden: markets rattled by risk of a messy election result https://t.co/c5MYpPCHrm,,Donald Trump vs Joe Biden markets rattled by risk of a messy election result httpstcoc5MYpPCHrm
695,FinancialTimesv3_0912.csv,,07/09/2020 15:51,,200,,42,0,0,5,,Reed Hastings: ‘Netflix is still in challenger status’ https://t.co/ty83MkEHca,,Reed Hastings Netflix is still in challenger status httpstcoty83MkEHca
672,FinancialTimesv3_0912.csv,,07/09/2020 15:51,,201,,0,0,0,5,,Donald Trump vs Joe Biden: markets rattled by risk of a messy election result https://t.co/PEydWBJzhm,,Donald Trump vs Joe Biden markets rattled by risk of a messy election result httpstcoPEydWBJzhm
679,FinancialTimesv3_0912.csv,,07/09/2020 15:51,,202,,10,0,6,5,,Reed Hastings: ‘Netflix is still in challenger status’ https://t.co/UswaRAmgvY,,Reed Hastings Netflix is still in challenger status httpstcoUswaRAmgvY
671,FinancialTimesv3_0912.csv,,07/09/2020 15:51,,203,,0,0,0,5,,Reed Hastings: ‘Netflix is still in challenger status’ https://t.co/XEHvMgciLy,,Reed Hastings Netflix is still in challenger status httpstcoXEHvMgciLy
690,FinancialTimesv3_0912.csv,,07/09/2020 15:51,,204,,12,1,4,5,,‘Fomo feeling’ propels Indian investors into stock market https://t.co/EWB7JlCQVS,,Fomo feeling propels Indian investors into stock market httpstcoEWB7JlCQVS
680,FinancialTimesv3_0912.csv,,07/09/2020 15:51,,205,,23,0,4,5,,Donald Trump vs Joe Biden: markets rattled by risk of a messy election result https://t.co/bJbl5SncFb,,Donald Trump vs Joe Biden markets rattled by risk of a messy election result httpstcobJbl5SncFb
696,FinancialTimesv3_0912.csv,,07/09/2020 15:51,,206,,0,0,0,5,,"Five smart ways to handle remote work, and two dumb ones https://t.co/1LHRPfhGy9",,Five smart ways to handle remote work and two dumb ones httpstco1LHRPfhGy9
688,FinancialTimesv3_0912.csv,,07/09/2020 15:51,,207,,5,0,1,5,,"China wants to decouple from US tech, too https://t.co/zVEf1KVdYT",,China wants to decouple from US tech too httpstcozVEf1KVdYT
681,FinancialTimesv3_0912.csv,,07/09/2020 15:51,,208,,0,0,0,5,,Reed Hastings: ‘Netflix is still in challenger status’ https://t.co/j1heGlkgBk,,Reed Hastings Netflix is still in challenger status httpstcoj1heGlkgBk
693,FinancialTimesv3_0912.csv,,07/09/2020 15:51,,209,,38,1,10,5,,Reed Hastings: ‘Netflix is still in challenger status’ https://t.co/zj3fYyXB9E,,Reed Hastings Netflix is still in challenger status httpstcozj3fYyXB9E
673,FinancialTimesv3_0912.csv,,07/09/2020 15:51,,210,,17,1,1,5,,Reed Hastings: ‘Netflix is still in challenger status’ https://t.co/artliDN5Gh,,Reed Hastings Netflix is still in challenger status httpstcoartliDN5Gh
698,FinancialTimesv3_0912.csv,,07/09/2020 15:51,,211,,12,1,1,5,,UK plan to undermine withdrawal treaty puts Brexit talks at risk https://t.co/dK5Euaw9XY,,UK plan to undermine withdrawal treaty puts Brexit talks at risk httpstcodK5Euaw9XY
685,FinancialTimesv3_0912.csv,,07/09/2020 15:51,,212,,9,2,1,5,,Reed Hastings: ‘Netflix is still in challenger status’ https://t.co/Qy7wlvQZOW,,Reed Hastings Netflix is still in challenger status httpstcoQy7wlvQZOW
677,FinancialTimesv3_0912.csv,,07/09/2020 15:51,,213,,9,0,3,5,,Reed Hastings: ‘Netflix is still in challenger status’ https://t.co/MlGlaIJuxY,,Reed Hastings Netflix is still in challenger status httpstcoMlGlaIJuxY
697,FinancialTimesv3_0912.csv,,07/09/2020 15:51,,214,,7,0,1,5,,Reed Hastings: ‘Netflix is still in challenger status’ https://t.co/wZoBrIGMid,,Reed Hastings Netflix is still in challenger status httpstcowZoBrIGMid
668,FinancialTimesv3_0912.csv,,07/09/2020 17:00,,215,,7,1,5,5,,"Opinion: Competition between apps is intense, so garnering a high score is critical. Evidence suggests that developers have found numerous ways to game the system, without violating Apple’s rules https://t.co/BEolUNuMFT",,Opinion Competition between apps is intense so garnering a high score is critical Evidence suggests that developers have found numerous ways to game the system without violating Apples rules httpstcoBEolUNuMFT
665,FinancialTimesv3_0912.csv,,07/09/2020 20:45,,216,,10,0,10,5,,Trump and Biden accuse each other of politicising Covid-19 vaccine https://t.co/pGdT4E6GOh,,Trump and Biden accuse each other of politicising Covid19 vaccine httpstcopGdT4E6GOh
664,FinancialTimesv3_0912.csv,,07/09/2020 20:50,,217,,13,1,1,5,,"Just published: front page of the Financial Times, UK edition, Tuesday 8 September             https://t.co/cUVPNTxYS9 https://t.co/HBtdyvSVps",,Just published front page of the Financial Times UK edition Tuesday 8 September             httpstcocUVPNTxYS9 httpstcoHBtdyvSVps
662,FinancialTimesv3_0912.csv,,07/09/2020 23:18,,218,,17,1,0,5,,Trump floats ‘decoupling’ US economy from China https://t.co/BpISSfDo0l,,Trump floats decoupling US economy from China httpstcoBpISSfDo0l
658,FinancialTimesv3_0912.csv,,08/09/2020 01:35,,219,,20,0,1,5,,"Coronavirus latest: New US coronavirus cases drop below 30,000 https://t.co/csOFfmUIDX",,Coronavirus latest New US coronavirus cases drop below 30000 httpstcocsOFfmUIDX
657,FinancialTimesv3_0912.csv,,08/09/2020 02:00,,220,,14,1,2,5,,Leadership: Accenture’s Julie Sweet on the challenge of finding the clarity and the vision to move beyond crisis mode at a time when your leadership team can’t get in a room https://t.co/hBx0pHGrOZ,,Leadership Accentures Julie Sweet on the challenge of finding the clarity and the vision to move beyond crisis mode at a time when your leadership team cant get in a room httpstcohBx0pHGrOZ
656,FinancialTimesv3_0912.csv,,08/09/2020 02:50,,221,,24,0,2,5,,Australian reporters forced to flee China after diplomatic stand-off https://t.co/sKS2GrLCwJ,,Australian reporters forced to flee China after diplomatic standoff httpstcosKS2GrLCwJ
650,FinancialTimesv3_0912.csv,,08/09/2020 04:40,,222,,18,1,3,5,,More than $11bn has been wiped from the SoftBank’s market value since the FT revealed it to be the mystery ‘whale’ that drove US tech stocks to record highs https://t.co/linAQGMAZ7,,More than 11bn has been wiped from the SoftBanks market value since the FT revealed it to be the mystery whale that drove US tech stocks to record highs httpstcolinAQGMAZ7
647,FinancialTimesv3_0912.csv,,08/09/2020 06:00,,223,,17,3,3,6,,Nongfu Spring founder Zhong Shanshan is now China’s second-richest man after the bottled water company’s IPO on Tuesday https://t.co/MWmVxgMlwq https://t.co/3bWQR4kP9f,,Nongfu Spring founder Zhong Shanshan is now Chinas secondrichest man after the bottled water companys IPO on Tuesday httpstcoMWmVxgMlwq httpstco3bWQR4kP9f
646,FinancialTimesv3_0912.csv,,08/09/2020 06:20,,224,,10,3,2,6,,Donald Trump has threatened to block companies that outsource jobs to China from receiving federal contracts https://t.co/ZFsYJDYsRA,,Donald Trump has threatened to block companies that outsource jobs to China from receiving federal contracts httpstcoZFsYJDYsRA
642,FinancialTimesv3_0912.csv,,08/09/2020 07:30,,225,,12,2,0,6,,Sterling shed nearly 1% against the US dollar on Monday as the UK’s threat to upend EU trade talks undid the currency’s strong summer https://t.co/t5Jk71U3z1 https://t.co/W2RxRvpNWZ,,Sterling shed nearly 1 against the US dollar on Monday as the UKs threat to upend EU trade talks undid the currencys strong summer httpstcot5Jk71U3z1 httpstcoW2RxRvpNWZ
640,FinancialTimesv3_0912.csv,,08/09/2020 07:50,,226,,21,0,5,6,,The US political tussle over a potential Covid-19 vaccine could undermine public confidence crucial to ensuring enough people are inoculated https://t.co/J37gfj5bNQ,,The US political tussle over a potential Covid19 vaccine could undermine public confidence crucial to ensuring enough people are inoculated httpstcoJ37gfj5bNQ
639,FinancialTimesv3_0912.csv,,08/09/2020 08:00,,227,,11,1,0,6,,Competition over gas reserves has fuelled bitter tensions in the eastern Mediterranean and threatened a confrontation among Nato members. Here’s what you need to know about the stand-off on the EU’s doorstep: https://t.co/PfuKUNvp8M,,Competition over gas reserves has fuelled bitter tensions in the eastern Mediterranean and threatened a confrontation among Nato members Heres what you need to know about the standoff on the EUs doorstep httpstcoPfuKUNvp8M
638,FinancialTimesv3_0912.csv,,08/09/2020 08:10,,228,,11,0,1,6,,"RT @laurapitel: Need to get your head around what's happening in the Eastern Med, where there are growing fears of a clash between Turkey+G…",,RT laurapitel Need to get your head around whats happening in the Eastern Med where there are growing fears of a clash between TurkeyG
637,FinancialTimesv3_0912.csv,,08/09/2020 08:20,,229,,12,0,2,6,,"The UK recorded nearly 3,000 new coronavirus cases for a second day on Monday as health secretary Matt Hancock blamed ‘younger people’ https://t.co/YuekHVSjaI",,The UK recorded nearly 3000 new coronavirus cases for a second day on Monday as health secretary Matt Hancock blamed younger people httpstcoYuekHVSjaI
636,FinancialTimesv3_0912.csv,,08/09/2020 08:30,,230,,12,0,1,6,,RT @clivecookson: Our big read about coronavirus and immunity with great graphics by @ian_bott_artist https://t.co/eTMMUcly6O,,RT clivecookson Our big read about coronavirus and immunity with great graphics by ianbottartist httpstcoeTMMUcly6O
634,FinancialTimesv3_0912.csv,,08/09/2020 08:50,,231,,14,2,2,6,,RT @Mikepeeljourno: Mediterranean Sea battle&gt;&gt;&gt;How disputes over territory and energy have raised the risk of conflict between Turkey and r…,,RT Mikepeeljourno Mediterranean Sea battlegtgtgtHow disputes over territory and energy have raised the risk of conflict between Turkey and r
633,FinancialTimesv3_0912.csv,,08/09/2020 09:00,,232,,26,1,1,6,,Hotels are courting remote workers with promises of peace and productivity to counter the loss of leisure and business travel. Emma Jacobs tries it out https://t.co/WU8kVMYCM3 https://t.co/xLbDnl0U7F,,Hotels are courting remote workers with promises of peace and productivity to counter the loss of leisure and business travel Emma Jacobs tries it out httpstcoWU8kVMYCM3 httpstcoxLbDnl0U7F
632,FinancialTimesv3_0912.csv,,08/09/2020 09:30,,233,,27,4,5,6,,Gideon Rachman: There are three international rivalries where tensions between nuclear-weapons states are reaching dangerous levels https://t.co/WHHSpgCA5a,,Gideon Rachman There are three international rivalries where tensions between nuclearweapons states are reaching dangerous levels httpstcoWHHSpgCA5a
631,FinancialTimesv3_0912.csv,,08/09/2020 09:55,,234,,0,0,0,6,,The Big Read: Bats can tame and tolerate many viruses that cause havoc when they spread to humans. Can we find ways for our immune systems to emulate those responses? https://t.co/EJw5ixFGsE https://t.co/DzMkTr77lZ,,The Big Read Bats can tame and tolerate many viruses that cause havoc when they spread to humans Can we find ways for our immune systems to emulate those responses? httpstcoEJw5ixFGsE httpstcoDzMkTr77lZ
630,FinancialTimesv3_0912.csv,,08/09/2020 10:33,,235,,15,5,12,6,,Countries in the eastern Mediterranean have reached such a tense point over gas discoveries in the sea that many experts are now talking about a possible war. Here is why this is happening 👇 https://t.co/e1wcMTpMlP https://t.co/uPrt2haecW,,Countries in the eastern Mediterranean have reached such a tense point over gas discoveries in the sea that many experts are now talking about a possible war Here is why this is happening  httpstcoe1wcMTpMlP httpstcouPrt2haecW
624,FinancialTimesv3_0912.csv,,08/09/2020 10:40,,236,,28,6,2,6,,"What does the international community think of this? The US has called for diplomacy, but is mostly absent from talks. The burden has fallen on the EU, whose members states tend to side with Greece, but don't show much support for economic sanctions https://t.co/e1wcMTpMlP",,What does the international community think of this? The US has called for diplomacy but is mostly absent from talks The burden has fallen on the EU whose members states tend to side with Greece but dont show much support for economic sanctions httpstcoe1wcMTpMlP
623,FinancialTimesv3_0912.csv,,08/09/2020 11:01,,237,,7,1,0,6,,Every effort to develop drugs or vaccines depends on understanding how the virus outwits the immune system https://t.co/sBDbkC26HB https://t.co/fJylHVCRHS,,Every effort to develop drugs or vaccines depends on understanding how the virus outwits the immune system httpstcosBDbkC26HB httpstcofJylHVCRHS
618,FinancialTimesv3_0912.csv,,08/09/2020 13:00,,238,,0,0,0,6,,How did a utilities ETF with coal investments end up with such high ‘sustainability’ ratings?  https://t.co/tZUxKfOret,,How did a utilities ETF with coal investments end up with such high sustainability ratings?  httpstcotZUxKfOret
617,FinancialTimesv3_0912.csv,,08/09/2020 13:30,,239,,60,3,7,6,,A combination of empty stadiums on match days and discounts demanded by broadcasters and sponsors to compensate for the lack of games will result in a revenue shortfall of €3.6bn https://t.co/qH8y7uqmPk,,A combination of empty stadiums on match days and discounts demanded by broadcasters and sponsors to compensate for the lack of games will result in a revenue shortfall of 36bn httpstcoqH8y7uqmPk
614,FinancialTimesv3_0912.csv,,08/09/2020 15:00,,240,,12,0,7,6,,A decline in Italy’s retail sales ended two months of improvement and raised fears over the fragility of recovery in the eurozone's third-biggest economy https://t.co/Vw2eY7hS6G https://t.co/igSH7n5Eda,,A decline in Italys retail sales ended two months of improvement and raised fears over the fragility of recovery in the eurozones thirdbiggest economy httpstcoVw2eY7hS6G httpstcoigSH7n5Eda
613,FinancialTimesv3_0912.csv,,08/09/2020 15:30,,241,,13,0,2,6,,"RT @ChassNews: Charlie, a PhD student, gave up his laptop with his research results after an hour-long airport interrogation. “I was furiou…",,RT ChassNews Charlie a PhD student gave up his laptop with his research results after an hourlong airport interrogation I was furiou
611,FinancialTimesv3_0912.csv,,08/09/2020 16:00,,242,,11,1,1,6,,"Opponents of vaccinations have never held so much power, but Jonathan Berman’s book is a guide to strategies for converting the ‘vaccine hesitant’, writes Hannah Kuchler. https://t.co/7KbwFAmEGv",,Opponents of vaccinations have never held so much power but Jonathan Bermans book is a guide to strategies for converting the vaccine hesitant writes Hannah Kuchler httpstco7KbwFAmEGv
609,FinancialTimesv3_0912.csv,,08/09/2020 16:15,,243,,17,0,3,6,,"RT @ChassNews: Everything you need to know about the Eastern Mediterranean crisis - via @FT ⁦@OilSheppard⁩
⁦@AdrienneKlasa⁩  https://t.co/w…",,RT ChassNews Everything you need to know about the Eastern Mediterranean crisis  via FT OilSheppardAdrienneKlasa  httpstcow
608,FinancialTimesv3_0912.csv,,08/09/2020 17:01,,244,,9,1,2,6,,The pandemic should have been a wake-up call and yet we are in danger of sleepwalking into another disaster — this one caused by staggering biodiversity loss. https://t.co/TXAwz5wKHr,,The pandemic should have been a wakeup call and yet we are in danger of sleepwalking into another disaster  this one caused by staggering biodiversity loss httpstcoTXAwz5wKHr
607,FinancialTimesv3_0912.csv,,08/09/2020 17:15,,245,,25,4,3,6,,"RT @hannahkuchler: Everything you need to know about bats, coronaviruses, and some novel tactics to help support the immune system. Excelle…",,RT hannahkuchler Everything you need to know about bats coronaviruses and some novel tactics to help support the immune system Excelle
606,FinancialTimesv3_0912.csv,,08/09/2020 17:30,,246,,22,3,2,6,,Major pharmaceutical companies have pledged their commitment to the safety and efficacy of a Covid-19 vaccine amid a global race to find a cure for the disease https://t.co/VxJXy51AXj,,Major pharmaceutical companies have pledged their commitment to the safety and efficacy of a Covid19 vaccine amid a global race to find a cure for the disease httpstcoVxJXy51AXj
604,FinancialTimesv3_0912.csv,,08/09/2020 18:15,,247,,20,2,2,6,,RT @ChassNews: Ukraine said the activists were “forcibly deported from their home country in order to compromise the Belarusian opposition…,,RT ChassNews Ukraine said the activists were forcibly deported from their home country in order to compromise the Belarusian opposition
