,Source.Name,,created_at,,id,,like_count,quote_count,reply_count,retweet_count,,tweet,,CLEANED
1085,FinancialTimesv3_0918.csv,,14/09/2020 18:30,,442,,17,2,0,10,,Google is promising to run all of its data centres and campuses on carbon-free energy within a decade https://t.co/gTYrhlkgyl,,Google is promising to run all of its data centres and campuses on carbonfree energy within a decade httpstcogTYrhlkgyl
1083,FinancialTimesv3_0918.csv,,14/09/2020 18:31,,443,,20,2,3,10,,"Any election dispute will probably unfold in three phases after polling day. States have until December 8 to resolve any disputes over the vote, with state electors casting their Electoral College votes on December 14 https://t.co/4jU5XreVtd https://t.co/13fn9nTFpX",,Any election dispute will probably unfold in three phases after polling day States have until December 8 to resolve any disputes over the vote with state electors casting their Electoral College votes on December 14 httpstco4jU5XreVtd httpstco13fn9nTFpX
1078,FinancialTimesv3_0918.csv,,14/09/2020 19:00,,444,,32,2,15,10,,"Astronomers have found a possible sign of life in the upper atmosphere of the planet Venus, Earth’s nearest neighbour https://t.co/tf2l1A7jna",,Astronomers have found a possible sign of life in the upper atmosphere of the planet Venus Earths nearest neighbour httpstcotf2l1A7jna
1076,FinancialTimesv3_0918.csv,,14/09/2020 19:22,,445,,12,3,3,10,,"FT Exclusive: The US retail billionaire Krause family is nearing a deal to acquire a majority stake in Italian football club Parma. The acquisition could value the team at more than €100m, according to people briefed on the matter https://t.co/4qffEzrDGa https://t.co/WIpBqBvDlA",,FT Exclusive The US retail billionaire Krause family is nearing a deal to acquire a majority stake in Italian football club Parma The acquisition could value the team at more than 100m according to people briefed on the matter httpstco4qffEzrDGa httpstcoWIpBqBvDlA
1074,FinancialTimesv3_0918.csv,,14/09/2020 20:00,,446,,0,0,0,10,,"Vladimir Putin said that Russia would give Belarus a $1.5bn loan and uphold its promises of security assistance, as embattled president Alexander Lukashenko sought Moscow’s support for his crackdown on protesters https://t.co/d9mwwHRwY9",,Vladimir Putin said that Russia would give Belarus a 15bn loan and uphold its promises of security assistance as embattled president Alexander Lukashenko sought Moscows support for his crackdown on protesters httpstcod9mwwHRwY9
1071,FinancialTimesv3_0918.csv,,14/09/2020 21:00,,447,,0,0,0,10,,"Opinion: A no-deal end to transition means Brexit is not actually 'done'. It gives the opposition a line of attack and means that Brexit’s final shape, and with it the new Tory consensus, is still up for grabs https://t.co/SdthCxy9gL",,Opinion A nodeal end to transition means Brexit is not actually done It gives the opposition a line of attack and means that Brexits final shape and with it the new Tory consensus is still up for grabs httpstcoSdthCxy9gL
1069,FinancialTimesv3_0918.csv,,14/09/2020 21:30,,448,,19,3,4,10,,The deadly wildfires ravaging America’s western states have temporarily propelled climate change and energy to the fore of the US presidential contest between Donald Trump and Joe Biden. How long will the spotlight endure? https://t.co/nzxQwQq3ig,,The deadly wildfires ravaging Americas western states have temporarily propelled climate change and energy to the fore of the US presidential contest between Donald Trump and Joe Biden How long will the spotlight endure? httpstconzxQwQq3ig
1067,FinancialTimesv3_0918.csv,,14/09/2020 22:00,,449,,39,4,4,10,,"Just published: Front page of the Financial Times, UK edition, for Tuesday 15 September 2020 https://t.co/SzPG0b9L4E",,Just published Front page of the Financial Times UK edition for Tuesday 15 September 2020 httpstcoSzPG0b9L4E
1066,FinancialTimesv3_0918.csv,,14/09/2020 22:02,,450,,24,3,2,10,,"Just published: Front page of the Financial Times, international edition, for Tuesday 15 September 2020 https://t.co/sOc6YOd3cI",,Just published Front page of the Financial Times international edition for Tuesday 15 September 2020 httpstcosOc6YOd3cI
1064,FinancialTimesv3_0918.csv,,14/09/2020 22:30,,451,,92,9,26,10,,"The most urgent issues facing German chancellor Angela Merkel are Russia, Covid-19, the eastern Mediterranean, the US Election and China, writes Gideon Rachman. Then comes Brexit https://t.co/ysD4EC7pwH",,The most urgent issues facing German chancellor Angela Merkel are Russia Covid19 the eastern Mediterranean the US Election and China writes Gideon Rachman Then comes Brexit httpstcoysD4EC7pwH
1061,FinancialTimesv3_0918.csv,,15/09/2020 00:13,,452,,19,0,1,10,,Steve Cohen reaches agreement to buy New York Mets https://t.co/RGAvYmfaPa,,Steve Cohen reaches agreement to buy New York Mets httpstcoRGAvYmfaPa
1059,FinancialTimesv3_0918.csv,,15/09/2020 00:15,,453,,25,3,6,10,,China’s retraining campaign offers scant prospects for the unemployed https://t.co/uy7QVT1WT8,,Chinas retraining campaign offers scant prospects for the unemployed httpstcouy7QVT1WT8
1060,FinancialTimesv3_0918.csv,,15/09/2020 00:15,,454,,20,0,1,10,,RT @ftopinion: Gideon Rachman: Germany has more pressing concerns than Brexit. As a senior official in Berlin puts it: 'One thing that Mosc…,,RT ftopinion Gideon Rachman Germany has more pressing concerns than Brexit As a senior official in Berlin puts it One thing that Mosc
1056,FinancialTimesv3_0918.csv,,15/09/2020 01:45,,455,,26,1,0,10,,Coronavirus latest: New US coronavirus deaths hold near 400 for second day https://t.co/NuBBT79GMA,,Coronavirus latest New US coronavirus deaths hold near 400 for second day httpstcoNuBBT79GMA
1055,FinancialTimesv3_0918.csv,,15/09/2020 03:15,,456,,47,3,6,10,,Citigroup to resume job cuts in bid to reduce costs https://t.co/T4KrE7HVqG,,Citigroup to resume job cuts in bid to reduce costs httpstcoT4KrE7HVqG
1053,FinancialTimesv3_0918.csv,,15/09/2020 04:31,,457,,20,0,6,10,,"Daily coronavirus thread: 
🇨🇳China's retail sales grew for the first time since the pandemic emerged
🇬🇧UK MBA applications rose sharply under lockdown
🇺🇸The US reported just under 30,000 new cases
Follow our live coverage: https://t.co/P744cpaGaG",,Daily coronavirus thread Chinas retail sales grew for the first time since the pandemic emergedUK MBA applications rose sharply under lockdownThe US reported just under 30000 new casesFollow our live coverage httpstcoP744cpaGaG
1052,FinancialTimesv3_0918.csv,,15/09/2020 05:00,,458,,23,2,5,10,,"Investors are gearing up for a near-$4bn IPO of the Seoul music agency behind BTS. But in South Korea, a string of high-profile #MeToo cases could finally set off a cultural reckoning over misogyny and abuse https://t.co/x84RJMbR1b https://t.co/wdH63EtQb5",,Investors are gearing up for a near4bn IPO of the Seoul music agency behind BTS But in South Korea a string of highprofile MeToo cases could finally set off a cultural reckoning over misogyny and abuse httpstcox84RJMbR1b httpstcowdH63EtQb5
1051,FinancialTimesv3_0918.csv,,15/09/2020 05:20,,459,,24,1,0,10,,Bordeaux and Marseille have announced new social restrictions as France seeks to avoid another national coronavirus lockdown https://t.co/tHn0r85o06 https://t.co/pI8pUGrxwm,,Bordeaux and Marseille have announced new social restrictions as France seeks to avoid another national coronavirus lockdown httpstcotHn0r85o06 httpstcopI8pUGrxwm
1049,FinancialTimesv3_0918.csv,,15/09/2020 05:40,,460,,0,0,0,10,,"Japan’s most anticipated white collar criminal trial of the century began on Tuesday, but its central character was missing: Carlos Ghosn https://t.co/OQsAcNlihY",,Japans most anticipated white collar criminal trial of the century began on Tuesday but its central character was missing Carlos Ghosn httpstcoOQsAcNlihY
1045,FinancialTimesv3_0918.csv,,15/09/2020 06:40,,461,,27,1,1,10,,"Robert Shrimsley: As long as Brexit’s ultimate state is not settled it can be reopened. If Boris Johnson cannot secure a trade deal, he risks gifting an economic and political strategy to his opponents https://t.co/fRmYrSIOj2",,Robert Shrimsley As long as Brexits ultimate state is not settled it can be reopened If Boris Johnson cannot secure a trade deal he risks gifting an economic and political strategy to his opponents httpstcofRmYrSIOj2
1043,FinancialTimesv3_0918.csv,,15/09/2020 07:20,,462,,17,2,3,10,,FT Exclusive: The UK is preparing to extend a ban on landlords evicting commercial property tenants by landlords until the end of the year as the government faces increasing pressure to support businesses through the pandemic https://t.co/sXHbSEEGQp https://t.co/wkf0iHXQiM,,FT Exclusive The UK is preparing to extend a ban on landlords evicting commercial property tenants by landlords until the end of the year as the government faces increasing pressure to support businesses through the pandemic httpstcosXHbSEEGQp httpstcowkf0iHXQiM
1042,FinancialTimesv3_0918.csv,,15/09/2020 07:40,,463,,0,0,0,10,,"UK universities are heading for a ‘bumper year’ of new admissions, according to early figures, defying fears of a coronavirus downturn https://t.co/CDIWboW1XM https://t.co/zmSQuBfbrX",,UK universities are heading for a bumper year of new admissions according to early figures defying fears of a coronavirus downturn httpstcoCDIWboW1XM httpstcozmSQuBfbrX
1040,FinancialTimesv3_0918.csv,,15/09/2020 08:10,,464,,29,5,17,10,,"Just in: The UK labour market shed almost 700,000 jobs during the coronavirus lockdown, pushing unemployment rate up to 4.1% https://t.co/YhdHViFR3v https://t.co/XK60Pj1Kuw",,Just in The UK labour market shed almost 700000 jobs during the coronavirus lockdown pushing unemployment rate up to 41 httpstcoYhdHViFR3v httpstcoXK60Pj1Kuw
1034,FinancialTimesv3_0918.csv,,15/09/2020 09:30,,465,,0,0,0,10,,"Just in: The world’s second-biggest clothing retailer, H&amp;M, said it expected to return to profitability. The group forecast a pre-tax profit of about $230m in its third quarter as it enjoys a strong recovery from coronavirus lockdowns https://t.co/ykHG67gAHj https://t.co/5tqyqnR2Fs",,Just in The worlds secondbiggest clothing retailer HampM said it expected to return to profitability The group forecast a pretax profit of about 230m in its third quarter as it enjoys a strong recovery from coronavirus lockdowns httpstcoykHG67gAHj httpstco5tqyqnR2Fs
1032,FinancialTimesv3_0918.csv,,15/09/2020 10:30,,466,,20,2,5,10,,President Donald Trump insists that the world ‘will start getting cooler’ after his visit to California where he suggested poor forest management was to blame for the recent wildfires. https://t.co/XcSV3gtzRv,,President Donald Trump insists that the world will start getting cooler after his visit to California where he suggested poor forest management was to blame for the recent wildfires httpstcoXcSV3gtzRv
1031,FinancialTimesv3_0918.csv,,15/09/2020 11:00,,467,,24,3,4,10,,"After four years in prison, 1,200km from his family home, a prominent political prisoner in Turkey said the European Court of Human Rights had failed to prevent President Recep Tayyip Erdogan from abusing the country’s courts https://t.co/FIqBP4yCMD https://t.co/lT3F1MjMWR",,After four years in prison 1200km from his family home a prominent political prisoner in Turkey said the European Court of Human Rights had failed to prevent President Recep Tayyip Erdogan from abusing the countrys courts httpstcoFIqBP4yCMD httpstcolT3F1MjMWR
1028,FinancialTimesv3_0918.csv,,15/09/2020 12:30,,468,,57,1,13,10,,"If they succeed here, is a woman in a Formula One car seat a possibility? ‘We’re not the ""girl"" team... We are a team going for podiums and wins,’ says British captain Katherine Legge. https://t.co/dN3fWfZ24z",,If they succeed here is a woman in a Formula One car seat a possibility? Were not the girl team We are a team going for podiums and wins says British captain Katherine Legge httpstcodN3fWfZ24z
1026,FinancialTimesv3_0918.csv,,15/09/2020 13:15,,469,,16,1,2,10,,RT @muradahmed: Hedge fund billionaire Steve Cohen reaches agreement to acquire New York Mets ⚾️ Deal is subject time approval by Major Lea…,,RT muradahmed Hedge fund billionaire Steve Cohen reaches agreement to acquire New York Mets  Deal is subject time approval by Major Lea
1024,FinancialTimesv3_0918.csv,,15/09/2020 14:00,,470,,22,5,1,10,,"A raffle to fund Mexico’s new health service has divided people. There are 100 prizes of nearly $1m each, just short of the value of what the government considers the biggest symbol of the corruption of its predecessors — the presidential plane https://t.co/C3w7pU4Px3",,A raffle to fund Mexicos new health service has divided people There are 100 prizes of nearly 1m each just short of the value of what the government considers the biggest symbol of the corruption of its predecessors  the presidential plane httpstcoC3w7pU4Px3
1023,FinancialTimesv3_0918.csv,,15/09/2020 14:15,,471,,31,1,5,10,,RT @johnthornhillft: Whatever happened to the theory of distributed trust? Lovely idea in need of a bit of improvement. My latest column @F…,,RT johnthornhillft Whatever happened to the theory of distributed trust? Lovely idea in need of a bit of improvement My latest column F
1021,FinancialTimesv3_0918.csv,,15/09/2020 15:00,,472,,21,0,1,10,,The global chairman of EY has expressed “regret” that a fraud at collapsed German fintech Wirecard was “not uncovered sooner” by his firm’s auditors https://t.co/Zixtu462g8,,The global chairman of EY has expressed regret that a fraud at collapsed German fintech Wirecard was not uncovered sooner by his firms auditors httpstcoZixtu462g8
1020,FinancialTimesv3_0918.csv,,15/09/2020 15:30,,473,,28,4,0,10,,The US economic recovery is in danger of being weaker and more uneven if Congress and the White House fail to agree on a new round of fiscal stimulus https://t.co/KKPqdL6I6U,,The US economic recovery is in danger of being weaker and more uneven if Congress and the White House fail to agree on a new round of fiscal stimulus httpstcoKKPqdL6I6U
1017,FinancialTimesv3_0918.csv,,15/09/2020 17:00,,474,,23,0,4,10,,"Following the spread of Covid-19, runners are increasingly competing in virtual challenges. But can these ever beat the rush of reaching a finishing line? https://t.co/lPGGFgGlpu",,Following the spread of Covid19 runners are increasingly competing in virtual challenges But can these ever beat the rush of reaching a finishing line? httpstcolPGGFgGlpu
1015,FinancialTimesv3_0918.csv,,15/09/2020 18:00,,475,,30,0,3,10,,Germany expects no coronavirus vaccine to be available to the wider population before the middle of next year https://t.co/H5bILkYH6S https://t.co/9DNwYrzJgF,,Germany expects no coronavirus vaccine to be available to the wider population before the middle of next year httpstcoH5bILkYH6S httpstco9DNwYrzJgF
1013,FinancialTimesv3_0918.csv,,15/09/2020 18:45,,476,,34,2,4,10,,"RT @laurapitel: Jailed politician Selahattin Demirtaş tells the @FT:
- The ECHR is being too slow and ineffectual on Turkey
- Forced remova…",,RT laurapitel Jailed politician Selahattin Demirta tells the FT The ECHR is being too slow and ineffectual on Turkey Forced remova
1010,FinancialTimesv3_0918.csv,,15/09/2020 19:30,,477,,31,4,3,10,,"ByteDance would place TikTok’s global business in a new US-headquartered company with Oracle investing as a minority shareholder, said people briefed on a plan presented to US officials https://t.co/jcbrXvQNmQ",,ByteDance would place TikToks global business in a new USheadquartered company with Oracle investing as a minority shareholder said people briefed on a plan presented to US officials httpstcojcbrXvQNmQ
1009,FinancialTimesv3_0918.csv,,15/09/2020 19:45,,478,,17,1,0,10,,RT @JavierespFT: Brussels says it will pursue big tech in upcoming regulation. Interview with Vera Jourova here. Expect a fight  https://t.…,,RT JavierespFT Brussels says it will pursue big tech in upcoming regulation Interview with Vera Jourova here Expect a fight  httpst
1006,FinancialTimesv3_0918.csv,,15/09/2020 20:30,,479,,15,2,2,11,,"Black and Hispanic chief executives are few and far between at the largest companies in the US, but those who have cracked the glass ceiling on average make more money than their white counterparts https://t.co/MA8chxtdpW",,Black and Hispanic chief executives are few and far between at the largest companies in the US but those who have cracked the glass ceiling on average make more money than their white counterparts httpstcoMA8chxtdpW
1005,FinancialTimesv3_0918.csv,,15/09/2020 20:51,,480,,27,0,2,11,,"Just published: front page of the Financial Times, UK edition, Wednesday 16 September             https://t.co/Feu3wn4B5H https://t.co/DcPhCHl7s1",,Just published front page of the Financial Times UK edition Wednesday 16 September             httpstcoFeu3wn4B5H httpstcoDcPhCHl7s1
1004,FinancialTimesv3_0918.csv,,15/09/2020 21:00,,481,,12,1,1,11,,"Spotify has struck a deal with Songkick to promote live streaming events on its app, where artists will be able to list upcoming events https://t.co/6lyqumHL2V",,Spotify has struck a deal with Songkick to promote live streaming events on its app where artists will be able to list upcoming events httpstco6lyqumHL2V
1000,FinancialTimesv3_0918.csv,,15/09/2020 22:00,,482,,26,5,3,11,,Boris Johnson has ordered ministers to head off a growing Conservative rebellion over his plans to break international law on Brexit https://t.co/2ZyqEQJvDS,,Boris Johnson has ordered ministers to head off a growing Conservative rebellion over his plans to break international law on Brexit httpstco2ZyqEQJvDS
998,FinancialTimesv3_0918.csv,,15/09/2020 22:30,,483,,13,2,1,11,,"Spain’s minority leftwing government has set out an ambitious proposal to come to terms with the legacy of the country’s civil war eight decades ago, proposing to revoke criminal sentences imposed by the fascist dictatorship of Francisco Franco https://t.co/ROIkFifjWq",,Spains minority leftwing government has set out an ambitious proposal to come to terms with the legacy of the countrys civil war eight decades ago proposing to revoke criminal sentences imposed by the fascist dictatorship of Francisco Franco httpstcoROIkFifjWq
996,FinancialTimesv3_0918.csv,,15/09/2020 23:10,,484,,17,5,6,11,,Coronavirus latest: California and Florida record encouraging trends for new cases and deaths https://t.co/tGn6A1QOPC,,Coronavirus latest California and Florida record encouraging trends for new cases and deaths httpstcotGn6A1QOPC
994,FinancialTimesv3_0918.csv,,15/09/2020 23:30,,485,,21,0,3,11,,"Germany has agreed to take in about 2,750 refugees from Greece in response to a fire that torched the Moria camp on the island of Lesbos last week, in a move that could reignite an EU debate over migration policy https://t.co/hPx7gMLA7p",,Germany has agreed to take in about 2750 refugees from Greece inresponse to a fire that torched the Moria camp on the island of Lesbos last week in a move that could reignite an EU debate over migration policy httpstcohPx7gMLA7p
993,FinancialTimesv3_0918.csv,,16/09/2020 00:00,,486,,19,2,4,11,,"Republican donors have been injecting huge amounts of money into Senate campaigns while Donald Trump is struggling financially, showing that many of the party’s top fundraisers are worried about holding the Senate in case they lose the presidency https://t.co/HNfWmEwFnA https://t.co/j8o1dWroEM",,Republican donors have been injecting huge amounts of money into Senate campaigns while Donald Trump is struggling financially showing that many of the partys top fundraisers are worried about holding the Senate in case they lose the presidency httpstcoHNfWmEwFnA httpstcoj8o1dWroEM
992,FinancialTimesv3_0918.csv,,16/09/2020 00:15,,487,,0,0,0,11,,RT @ftopinion: The Big Read: Japan after Abe: Suga aims to consolidate power. 'There is a competition for leadership within the party [LDP]…,,RT ftopinion The Big Read Japan after Abe Suga aims to consolidate power There is a competition for leadership within the party LDP
990,FinancialTimesv3_0918.csv,,16/09/2020 01:00,,488,,23,0,5,11,,"Hello, Hong Kong. While you were sleeping, our most read story was our US election poll tracker. Find the latest polls here: https://t.co/iWkeYhn5eR",,Hello Hong Kong While you were sleeping our most read story was our US election poll tracker Find the latest polls here httpstcoiWkeYhn5eR
985,FinancialTimesv3_0918.csv,,16/09/2020 03:00,,489,,23,3,1,11,,RT @PickardJE: here’s my @ft review of the Left Out book by @Gabriel_Pogrund and @patrickkmaguire which is both a fair analysis of the Corb…,,RT PickardJE heres my ft review of the Left Out book by GabrielPogrund and patrickkmaguire which is both a fair analysis of the Corb
984,FinancialTimesv3_0918.csv,,16/09/2020 03:04,,490,,39,1,1,11,,Can KKR expand from buyouts to backing young tech in Asia? https://t.co/1rKG32vwHW,,Can KKR expand from buyouts to backing young tech in Asia? httpstco1rKG32vwHW
983,FinancialTimesv3_0918.csv,,16/09/2020 03:51,,491,,14,1,0,11,,China’s great power play puts Asia on edge https://t.co/yoV91NxecG,,Chinas great power play puts Asia on edge httpstcoyoV91NxecG
981,FinancialTimesv3_0918.csv,,16/09/2020 04:33,,492,,19,0,0,11,,RT @Mikepeeljourno: The law enforcement bust of a Europe-wide criminal encrypted communication network this summer led to more than 800 arr…,,RT Mikepeeljourno The law enforcement bust of a Europewide criminal encrypted communication network this summer led to more than 800 arr
980,FinancialTimesv3_0918.csv,,16/09/2020 04:42,,493,,16,0,4,11,,India’s listed companies have raised a record $33.3bn in 2020 even as IPOs ran dry owing to the coronavirus pandemic https://t.co/sNcadDfikx https://t.co/ugo8tC5bFU,,Indias listed companies have raised a record 333bn in 2020 even as IPOs ran dry owing to the coronavirus pandemic httpstcosNcadDfikx httpstcougo8tC5bFU
979,FinancialTimesv3_0918.csv,,16/09/2020 05:00,,494,,26,2,2,11,,"FT Exclusive: US Department of Justice is making inquiries into a short seller’s allegations against Nikola, including that the electric truck start-up misrepresented its proprietary technology in an ‘intricate fraud’ https://t.co/P2Qhs5OHBl https://t.co/g1YnN2nqTp",,FT Exclusive US Department of Justice is making inquiries into a short sellers allegations against Nikola including that the electric truck startup misrepresented its proprietary technology in an intricate fraud httpstcoP2Qhs5OHBl httpstcog1YnN2nqTp
978,FinancialTimesv3_0918.csv,,16/09/2020 05:20,,495,,27,2,4,11,,Donald Trump said that ‘five additional countries’ may soon join the UAE and Bahrain in normalising ties with Israel https://t.co/eXaoZ7KJfp,,Donald Trump said that five additional countries may soon join the UAE and Bahrain in normalising ties with Israel httpstcoeXaoZ7KJfp
976,FinancialTimesv3_0918.csv,,16/09/2020 05:40,,496,,22,0,0,11,,"Apple on Tuesday unveiled a tiered pricing structure for its new watch, with the entry-level model starting at $199 https://t.co/nY9FmL66mW",,Apple on Tuesday unveiled a tiered pricing structure for its new watch with the entrylevel model starting at 199 httpstconY9FmL66mW
965,FinancialTimesv3_0918.csv,,16/09/2020 07:33,,497,,43,4,4,11,,"RT @TonyTassell: How London's hedge fund industry has stumbled - In 2015, 6 of the world’s 10 biggest hedge funds were listed as basing the…",,RT TonyTassell How Londons hedge fund industry has stumbled  In 2015 6 of the worlds 10 biggest hedge funds were listed as basing the
959,FinancialTimesv3_0918.csv,,16/09/2020 08:26,,498,,24,1,3,11,,The 21 best menswear stores in the world https://t.co/tSK1xK9ha3,,The 21 best menswear stores in the world httpstcotSK1xK9ha3
958,FinancialTimesv3_0918.csv,,16/09/2020 08:30,,499,,19,4,2,11,,"Yoshihide Suga takes over facing no shortage of challenges, including  coronavirus pandemic, an aging population and stubborn deflation — as well as competition for his position within Japan’s ruling party. 
The FT’s Big Read: https://t.co/tI92XPlGTW",,Yoshihide Suga takes over facing no shortage of challenges including  coronavirus pandemic an aging population and stubborn deflation  as well as competition for his position within Japans ruling party The FTs Big Read httpstcotI92XPlGTW
957,FinancialTimesv3_0918.csv,,16/09/2020 08:30,,500,,10,0,2,11,,"Heathrow Airport in London is touted as one of the test’s ‘launch customers’, but some scientists seem sceptical since the technology hasn’t received any external regulatory validation https://t.co/9V26jCahwN https://t.co/XOvsB0mplX",,Heathrow Airport in London is touted as one of the tests launch customers but some scientists seem sceptical since the technology hasnt received any external regulatory validation httpstco9V26jCahwN httpstcoXOvsB0mplX
953,FinancialTimesv3_0918.csv,,16/09/2020 09:00,,501,,22,3,2,11,,"If the test works, it could offer a route out of the coronavirus crisis. But the early excitement also shows our collective desperation for a silver bullet and willingness to suspend disbelief https://t.co/9V26jCahwN",,If the test works it could offer a route out of the coronavirus crisis But the early excitement also shows our collective desperation for a silver bullet and willingness to suspend disbelief httpstco9V26jCahwN
952,FinancialTimesv3_0918.csv,,16/09/2020 09:00,,502,,0,0,0,11,,"Opinion: The pandemic has created the perfect conditions for huge growth in crowd-work: mass unemployment, a shortage of childcare and a risk associated with traditional low-paid job, @@sarahoconnor_ writes https://t.co/JBrm7cljas",,Opinion The pandemic has created the perfect conditions for huge growth in crowdwork mass unemployment a shortage of childcare and a risk associated with traditional lowpaid job sarahoconnor writes httpstcoJBrm7cljas
951,FinancialTimesv3_0918.csv,,16/09/2020 09:32,,503,,23,2,2,11,,RT @hjesanderson: China’s great power play puts Asia on edge   https://t.co/LxPLmSohHt via @financialtimes,,RT hjesanderson Chinas great power play puts Asia on edge   httpstcoLxPLmSohHt via financialtimes
950,FinancialTimesv3_0918.csv,,16/09/2020 09:46,,504,,34,4,2,11,,"RT @muradahmed: New in @FT: 

🏴‍☠️ Premier League secures “enhanced” Super Block to ramp up battle to shut down pirate streaming services.…",,RT muradahmed New in FT  Premier League secures enhanced Super Block to ramp up battle to shut down pirate streaming services
949,FinancialTimesv3_0918.csv,,16/09/2020 10:00,,505,,32,0,1,11,,In case you missed it: Donald Trump said that ‘five additional countries’ may soon join the UAE and Bahrain in normalising ties with Israel https://t.co/1hH9m8fLpC,,In case you missed it Donald Trump said that five additional countries may soon join the UAE and Bahrain in normalising ties with Israel httpstco1hH9m8fLpC
948,FinancialTimesv3_0918.csv,,16/09/2020 10:18,,506,,0,0,0,11,,"RT @Jderbyshire: Excellent piece by ⁦@MilesMJohnson⁩ on the fate of Italy’s ‘regione rossa’ - very interesting, in particular, on the polit…",,RT Jderbyshire Excellent piece by MilesMJohnson on the fate of Italys regione rossa  very interesting in particular on the polit
947,FinancialTimesv3_0918.csv,,16/09/2020 10:48,,507,,16,0,1,11,,A US Congressional report found that Boeing cut corners when launching the 737 Max 8 https://t.co/ObkD5d9y59,,A US Congressional report found that Boeing cut corners when launching the 737 Max 8 httpstcoObkD5d9y59
945,FinancialTimesv3_0918.csv,,16/09/2020 11:30,,508,,22,2,3,11,,"To survive the pandemic, American airlines are putting their frequent flyer programmes as collateral https://t.co/wkSneQAF6C",,To survive the pandemic American airlines are putting their frequent flyer programmes as collateral httpstcowkSneQAF6C
944,FinancialTimesv3_0918.csv,,16/09/2020 12:05,,509,,16,1,1,11,,"By doing so, they revealed just how profitable their loyalty programmes are https://t.co/8Xj3eKSVEw https://t.co/EFpVL93lrF",,By doing so they revealed just how profitable their loyalty programmes are httpstco8Xj3eKSVEw httpstcoEFpVL93lrF
942,FinancialTimesv3_0918.csv,,16/09/2020 12:10,,510,,49,2,9,11,,"Air-mile schemes began in the 1980s as a marketing tool to inspire brand loyalty, and evolved into a lucrative source of cash (📸 by Getty) https://t.co/8Xj3eKSVEw https://t.co/n4izUY4RIB",,Airmile schemes began in the 1980s as a marketing tool to inspire brand loyalty and evolved into a lucrative source of cash  by Getty httpstco8Xj3eKSVEw httpstcon4izUY4RIB
939,FinancialTimesv3_0918.csv,,16/09/2020 12:13,,511,,14,2,2,11,,But the strategy might not last long https://t.co/8Xj3eKSVEw https://t.co/X1VkezFDwV,,But the strategy might not last long httpstco8Xj3eKSVEw httpstcoX1VkezFDwV
938,FinancialTimesv3_0918.csv,,16/09/2020 12:26,,512,,18,3,4,11,,The report found that Boeing hid design flaws in its 737 Max 8 from both pilots and regulators https://t.co/8FshthYLFo https://t.co/tyQWVAPp9w,,The report found that Boeing hid design flaws in its 737 Max 8 from both pilots and regulators httpstco8FshthYLFo httpstcotyQWVAPp9w
935,FinancialTimesv3_0918.csv,,16/09/2020 12:28,,513,,19,4,12,11,,"Boeing has tried to correct the 737 Max 8's faults and said it hoped to deliver the jet again in 2020
https://t.co/0noHxDTkqj",,Boeing has tried to correct the 737 Max 8s faults and said it hoped to deliver the jet again in 2020httpstco0noHxDTkqj
934,FinancialTimesv3_0918.csv,,16/09/2020 12:28,,514,,25,3,4,11,,"Members of Congress introduced legislation to toughen aviation's regulatory process, including carrying out independent audits
https://t.co/eXQNrDX51R",,Members of Congress introduced legislation to toughen aviations regulatory process including carrying out independent auditshttpstcoeXQNrDX51R
933,FinancialTimesv3_0918.csv,,16/09/2020 12:32,,515,,26,2,4,11,,RT @journofletcher: Today’s FT Big Read - How Brexit and Covid-19 combined to hit the UK hedge fund industry https://t.co/CZ03fGgj6m via @f…,,RT journofletcher Todays FT Big Read  How Brexit and Covid19 combined to hit the UK hedge fund industry httpstcoCZ03fGgj6m via f
932,FinancialTimesv3_0918.csv,,16/09/2020 12:56,,516,,17,4,1,11,,"⚡️ “What happened to the Boeing 737 Max 8?”

https://t.co/pItgpct6LY",, What happened to the Boeing 737 Max 8?httpstcopItgpct6LY
928,FinancialTimesv3_0918.csv,,16/09/2020 14:30,,517,,35,2,7,12,,"Snowflake raised the largest initial public offering ever for a US software company, giving it a market capitlisation of more than $33bn https://t.co/MuFIiJxoVP",,Snowflake raised the largest initial public offering ever for a US software company giving it a market capitlisation of more than 33bn httpstcoMuFIiJxoVP
925,FinancialTimesv3_0918.csv,,16/09/2020 15:45,,518,,23,3,5,12,,"As Boris Johnson shifts the Conservative party further from Thatcherite policies, the FT's Robert Shrimsley examines what it means to be conservative in 2020. https://t.co/n521O8zrRE https://t.co/cdR86tubX6",,As Boris Johnson shifts the Conservative party further from Thatcherite policies the FTs Robert Shrimsley examines what it means to be conservative in 2020 httpstcon521O8zrRE httpstcocdR86tubX6
924,FinancialTimesv3_0918.csv,,16/09/2020 16:00,,519,,22,0,3,12,,"Joe Biden's politics are middle-of-the-road and his charisma is of the functional, baby-kissing sort, writes Janan Ganesh. As the US has found, worshipping political leaders is weird and pernicious
https://t.co/bRcpMpelW6",,Joe Bidens politics are middleoftheroad and his charisma is of the functional babykissing sort writes Janan Ganesh As the US has found worshipping political leaders is weird and pernicioushttpstcobRcpMpelW6
