,author id,created_at,geo,id,lang,like_count,quote_count,reply_count,retweet_count,source,tweet
1648,4898091,2020-01-11 19:15:44+00:00, ,1216076244653084672,en,22,0,0,12,SocialFlow,"The more harshly Hong Kong’s Beijing-appointed government cracked down on the protests, the more Taiwan president Tsai Ing-wen's popularity increased. https://t.co/soYxBToi8C"
1646,4898091,2020-01-11 22:03:05+00:00, ,1216118358900387840,en,30,2,2,22,SocialFlow,'Ember attacks. Too late to leave. Pyrocumulonimbus clouds. These are the new phrases in our vocabulary in Australia' https://t.co/VopK1BZKE2
1645,4898091,2020-01-11 22:13:37+00:00, ,1216121007485751296,en,20,1,2,12,SocialFlow,US plans to restart forum for economic talks with China https://t.co/VsWSKAOLUV
1640,4898091,2020-01-12 05:07:52+00:00, ,1216225256563757056,en,8,1,1,5,SocialFlow,Catch it while it’s fresh: off piste in Siberia https://t.co/wkEGVPL3fF
1635,4898091,2020-01-12 09:03:07+00:00, ,1216284460011917312,en,67,1,6,23,SocialFlow,"70% of all new car sales in the UK are now financed, but is leasing a new car a better option than paying towards ownership?  https://t.co/WBxD6Jk0xl"
1631,4898091,2020-01-12 11:02:05+00:00, ,1216314399801192448,en,40,0,0,29,SocialFlow,"From the Occupy Wall Street protests in 2011 where a library of 9,000 books was created, to the streets of Istanbul, Kiev and Delhi – @nilanjanaroy looks at the rise of the pavement library at protests https://t.co/XobG3Jy4AF https://t.co/RcHFfCsuUv"
1629,4898091,2020-01-12 13:39:06+00:00, ,1216353912518795264,en,19,1,1,6,SocialFlow,Malta changes leadership in wake of Daphne Caruana Galizia probe https://t.co/yRphpeRGAW
1628,4898091,2020-01-12 13:54:30+00:00, ,1216357789351759873,en,12,0,1,3,SocialFlow,US bank share prices likely to lose momentum https://t.co/tyqYhEHy0D
1627,4898091,2020-01-12 13:54:31+00:00, ,1216357794607247361,en,647,10,18,603,SocialFlow,Taiwan election result leaves China’s Xi Jinping with few options https://t.co/B1yWSVHC5m
1625,4898091,2020-01-12 14:31:38+00:00, ,1216367136353943553,en,23,0,0,11,SocialFlow,Saudi Aramco stretches away as top IPO after extra sale https://t.co/0CNxErA6uH
1624,4898091,2020-01-12 15:05:03+00:00, ,1216375545845506049,en,17,1,1,8,SocialFlow,"There’s a unique approach to hospitality at Daniel Humm’s Davies and Brook in London, and our critic loved it https://t.co/yYWN2bQtsG"
1620,4898091,2020-01-12 17:30:23+00:00, ,1216412119354290176,en,7,1,0,3,SocialFlow,Leo Varadkar suggests Ireland faces snap election next month https://t.co/c2pQcs1E5F
1608,4898091,2020-01-12 21:10:52+00:00, ,1216467606779187200,en,27,7,1,16,SocialFlow,Nissan executives step up planning for potential split from Renault https://t.co/sR1BYRsYQm
1600,4898091,2020-01-13 04:00:05+00:00, ,1216570587600117760,en,21,6,2,4,SocialFlow,FT Exclusive: Senior executives at Nissan have accelerated secret contingency planning for a potential split from Renault in the wake of Carlos Ghosn’s dramatic escape from Japan in December https://t.co/QxQZMnj0Ld
1599,4898091,2020-01-13 04:20:04+00:00, ,1216575618197921794,en,18,1,1,5,SocialFlow,"From ethical issues with voter data to the problem of e-waste and British actor Dev Patel on Charles Dicken’s identity issues, here are our best weekend reads:  https://t.co/edHeyddL8T"
1598,4898091,2020-01-13 04:41:07+00:00, ,1216580913179570176,en,20,0,1,10,SocialFlow,"Jamil Anderlini: The more harshly Hong Kong’s Beijing-appointed government cracked down on the protests, the more Taiwan president Tsai Ing-wen's popularity increased https://t.co/NqXTz62CLj"
1595,4898091,2020-01-13 05:30:08+00:00, ,1216593250447958016,en,8,0,0,4,SocialFlow,"How map makers will win the 2020 US election: The FT's head of visual and data journalism Alan Smith investigates gerrymandering, using tiddlywinks and a salamander https://t.co/hAYwkVeurI https://t.co/s7pypjQzJa"
1591,4898091,2020-01-13 06:40:03+00:00, ,1216610845221847040,en,37,1,5,21,SocialFlow,Public sentiment has swung dramatically from fervent support for Tehran to anger and distrust ‘in what is Iran’s equivalent of the Chernobyl disaster’ https://t.co/dmk8topCf7
1585,4898091,2020-01-13 08:00:04+00:00, ,1216630983144955904,en,9,0,0,1,SocialFlow,"Andrew Hill: Carlos Ghosn continues to believe he has the power, skills, and evidence to rebuild his reputation. His choices, and the way in which he has justified them, make that look unattainable https://t.co/xUqzCxTS6S https://t.co/6YmabnqS7V"
1584,4898091,2020-01-13 08:15:02+00:00, ,1216634745993428993,en,21,1,1,5,SocialFlow,Brazil’s delay in rolling out 5G technology could help Brasília avert a looming stand-off with the US over Chinese telecoms group Huawei https://t.co/4KNw2Txn4k
1581,4898091,2020-01-13 09:00:07+00:00, ,1216646093150326790,en,15,4,2,7,SocialFlow,"A victory for Italy’s nationalist League in Emilia-Romagna, a leftwing stronghold, could push the country’s fragile coalition government over the edge — and catapult Matteo Salvini to the premiership https://t.co/QPss27Cp8b"
1580,4898091,2020-01-13 09:20:05+00:00, ,1216651119365173248,en,17,8,6,9,SocialFlow,"‘It is important to protect our environment but it is also important to decide who will live in our country’, Austria’s chancellor Sebastian Kurz said in his first interview with international media since taking office last week https://t.co/TsDhJafLbb"
1579,4898091,2020-01-13 09:38:06+00:00, ,1216655651922939904,en,13,0,0,3,SocialFlow,Could 2020 be the year the UK gets a long-predicted shake-up of pensions tax relief? https://t.co/QvZQRJaEAs
1577,4898091,2020-01-13 10:00:13+00:00, ,1216661215977582592,en,16,3,0,4,SocialFlow,Janan Ganesh's advice for avoiding hangovers? Stick to your favourite drink and pay for quality over quantity https://t.co/BTMojaQmIY
1576,4898091,2020-01-13 10:20:04+00:00, ,1216666213654331392,en,24,1,3,22,SocialFlow,"Sterling has fallen below $1.30 for the first time in 2020 as signs grow that the Bank of England could cut interest rates as soon as this month
https://t.co/zmCPFy2fLE"
1573,4898091,2020-01-13 11:04:55+00:00, ,1216677501776297984,en,46,3,3,21,SocialFlow,Just in. https://t.co/r9onkuWmSm
1572,4898091,2020-01-13 11:20:02+00:00, ,1216681304223338502,en,28,5,7,17,SocialFlow,Andrew Hill: There is an arrogant logic to Mr Ghosn’s decision to flee the unique cruelties of the Japanese justice system. But I find it impossible to condone https://t.co/Wfo2nlFBtR
1571,4898091,2020-01-13 11:40:05+00:00, ,1216686349320892418,en,6,1,2,5,SocialFlow,"Flybe, Europe’s largest regional airline, has insisted its operations are continuing as normal after reports that it was in last-ditch talks to stave off collapse less than a year after it narrowly escaped insolvency https://t.co/Ywyv9ufnQF"
1566,4898091,2020-01-13 13:10:24+00:00, ,1216709079219036161,en,0,0,0,6,SocialFlow,RT @TBraithwaite: Panera Bread is cutting meat on its menu by a third and has brought back onion soup after an apparently strong backlash..…
1565,4898091,2020-01-13 13:20:04+00:00, ,1216711509994344448,en,11,2,0,4,SocialFlow,"From the Occupy Wall Street protests in 2011 where a library of 9000 books was created to the streets of Istanbul, Kiev and Delhi, @nilanjanaroy looks at the rise of the pavement library https://t.co/qtbHR96ozo"
1564,4898091,2020-01-13 13:40:03+00:00, ,1216716542647394304,en,15,1,7,6,SocialFlow,"Joe Biden has positioned himself as the safest pair of hands to take over at a perilous time, but Bernie Sanders has blasted the former vice-president for his 2002 vote in favour of the Iraq war
https://t.co/2tUPV871Eh"
1563,4898091,2020-01-13 13:42:04+00:00, ,1216717049638113280,en,0,0,0,6,SocialFlow,"RT @andrewtghill: Carlos Ghosn’s press conference revealed his essence: self-confident, bellicose and dangerously hubristic. My column on t…"
1561,4898091,2020-01-13 14:09:57+00:00, ,1216724063848222720,en,0,0,0,2,Twitter Web App,RT @emmavj: A reader writes: In what world is 1917 a better film than...well...most of the others including Little Women? Maybe good cinema…
1560,4898091,2020-01-13 14:20:05+00:00, ,1216726614228250631,en,16,1,0,10,SocialFlow,"Taal Volcano sent ash 15km into the sky
https://t.co/q8sfHtfw0b"
1557,4898091,2020-01-13 15:16:30+00:00, ,1216740812152877061,en,0,0,0,32,SocialFlow,"RT @EuroBriefing: My FT column on how the UK could exploit regulatory divergence to its advantage, for example in artificial intelligence.…"
1554,4898091,2020-01-13 16:00:02+00:00, ,1216751769126084608,en,11,0,0,5,SocialFlow,"Quentin Tarantino’s ‘Once Upon a Time in Hollywood’ is up for 10 awards. See the rest here: 
https://t.co/HVgq9krxE6"
1553,4898091,2020-01-13 16:11:55+00:00, ,1216754759543218182,en,0,0,0,155,SocialFlow,"RT @helenwarrell: In a rare interview, MI5 chief Andrew Parker tells the FT: 
-in future spies will monitor terror suspects in real time th…"
1550,4898091,2020-01-13 17:20:06+00:00, ,1216771919472709632,en,12,0,1,3,SocialFlow,"The FT View: Policies to promote families do not have to be the preserve of the populist right, with its appeal to traditional families and Christian values
https://t.co/1tq3vvB3zU"
1549,4898091,2020-01-13 17:21:11+00:00, ,1216772190294724616,en,1,0,0,1,Twitter for Advertisers.,“I am desperate to beat Trump! But does the end justify the means?” https://t.co/FAASsDF3HJ
1548,4898091,2020-01-13 17:40:10+00:00, ,1216776967934152707,en,19,1,0,5,SocialFlow,"Burning incense is back, so draw the drapes and pick up that novel — staying at home has never felt so escapist https://t.co/A49e79vS8V"
1547,4898091,2020-01-13 18:00:07+00:00, ,1216781989950476289,en,19,1,1,4,SocialFlow,"The US is expected to drop the designation of China as a currency manipulator, as it gears up for this week’s signing of a deal with Beijing to stop their trade war https://t.co/cb8lwtCE6i"
1546,4898091,2020-01-13 18:20:09+00:00, ,1216787030098808833,en,15,0,1,11,SocialFlow,"https://t.co/QKovsKh1FJ claims it is the world’s largest car-sharing service, with more than 21,000 cars operational in Russia
https://t.co/yJ4t3SXCxh"
1544,4898091,2020-01-13 19:00:06+00:00, ,1216797085296709633,en,19,0,2,8,SocialFlow,"Carlos Ghosn is suing Renault in an attempt to claim a €250,000 pension payment, in the first of several legal cases he hopes to use to recoup money forfeited since his arrest in 2018 https://t.co/1RRLAN4efz"
1542,4898091,2020-01-13 19:40:05+00:00, ,1216807145582333954,en,49,8,6,44,SocialFlow,"More than 400,000 jobs could be lost in Germany over the next decade as its car industry shifts towards electric vehicles. The news comes after a government-sanctioned report was released, underlining the wrenching change facing Europe’s largest economy https://t.co/cv6sjYXCJL"
1538,4898091,2020-01-13 21:00:24+00:00, ,1216827358264602636,en,30,6,5,21,SocialFlow,"Public sentiment has swung dramatically from fervent support for Tehran to anger and distrust ‘in what is Iran’s equivalent of the Chernobyl disaster’
https://t.co/CmaieAeZsH"
1536,4898091,2020-01-13 21:30:12+00:00, ,1216834857734692866,en,5,3,2,8,SocialFlow,"Just published: front page of the Financial Times, UK edition, Tuesday 14 January        https://t.co/ZLI1g3gdY6 https://t.co/UcCxfC6yxq"
1535,4898091,2020-01-13 21:40:05+00:00, ,1216837343207919617,en,11,1,1,11,SocialFlow,"Carlos Ghosn continues to believe he can rebuild his reputation, writes Andrew Hill. But the choices he has made and how he has justified them, make that look like an unattainable wonderland https://t.co/0MWniKYcy4"
1534,4898091,2020-01-13 22:00:12+00:00, ,1216842409398689798,en,0,0,0,5,SocialFlow,RT @PickardJE: Calling all economists and other experts: can the state “level up” poorer towns and regions without damaging London and othe…
1532,4898091,2020-01-13 22:32:06+00:00, ,1216850436973613057,en,24,1,4,15,SocialFlow,"Just published: front page of the Financial Times, international edition, Tuesday 14 January        https://t.co/SzyWfCFqWY https://t.co/6ohzqx30KB"
1528,4898091,2020-01-13 23:40:05+00:00, ,1216867544335835136,en,0,0,0,2,SocialFlow,"RT @sjhmorris: Interesting piece on the decline of @santanderUK, hit by a mortgage price &amp; whose CEO recently lost a seat at @santander's t…"
1526,4898091,2020-01-14 00:00:55+00:00, ,1216872786502848513,en,19,2,2,14,SocialFlow,"Good morning, Hong Kong. While you were sleeping, this was one of our most read stories: https://t.co/ZZj1KM30wG"
1524,4898091,2020-01-14 00:20:04+00:00, ,1216877606827692037,en,0,0,0,9,SocialFlow,"RT @PickardJE: Sadiq Khan, mayor of London, said it would be a grave mistake to take the capital for granted. “The way to make the country…"
1521,4898091,2020-01-14 01:14:11+00:00, ,1216891225883791361,en,15,2,1,11,SocialFlow,Japan’s regional banks face shake-up as regulator shifts strategy https://t.co/r8yiCCBQBY
1522,4898091,2020-01-14 01:14:11+00:00, ,1216891225753767936,en,12,0,1,6,SocialFlow,Bollywood turns on Modi after protests at citizenship law https://t.co/BL7Mc3DlQ0
1519,4898091,2020-01-14 04:00:18+00:00, ,1216933027823177729,en,23,1,2,10,SocialFlow,"The Saudi air officer who killed three Americans in a shooting on a US military base in Florida in December had attempted to destroy two iPhones, including by firing a bullet into one of them https://t.co/irwU9sGz1N"
1515,4898091,2020-01-14 05:20:05+00:00, ,1216953107827109889,en,23,0,4,15,SocialFlow,Narendra Modi enjoyed star-studded support ahead of his re-election last year. But a wave of Bollywood actors and directors have joined or supported demonstrations against what critics say is an anti-Muslim citizenship law https://t.co/Dl955JS1Oa
1513,4898091,2020-01-14 06:00:07+00:00, ,1216963183719731200,en,10,3,6,0,SocialFlow,"‘I thought a woman could win’ the US presidency, Elizabeth Warren said. ‘He disagreed.’ https://t.co/lGLP3aTnB0"
1511,4898091,2020-01-14 06:30:58+00:00, ,1216970945346359296,en,0,0,0,14,SocialFlow,RT @JavierespFT: EU wants to cash in on the industrial data revolution having lost out on personal data. @ThierryBreton tells the @FT: “My…
1506,4898091,2020-01-14 07:45:08+00:00, ,1216989612008230912,en,0,0,0,13,SocialFlow,"RT @VJMallet: Far from pulling out, France is doubling down on the war in the Sahel, but still has militarily and politically unreliable Af…"
1505,4898091,2020-01-14 08:00:13+00:00, ,1216993407370919936,en,8,0,0,2,SocialFlow,"EU commissioner Thierry Breton told the FT he is preparing plans to help European companies capitalise on the industrial data they generate, in the latest sign of Brussels’ concern over competition from the US and China https://t.co/VWpGzsIB6y https://t.co/62qYXOvrk9"
1502,4898091,2020-01-14 08:45:01+00:00, ,1217004682318618629,en,0,0,0,6,SocialFlow,"RT @ChassNews: Intv of ⁦@ThierryBreton⁩ : At the end of the commission’s mandate the planet will have 175 zettabytes of data.
“My goal is t…"
1501,4898091,2020-01-14 09:20:03+00:00, ,1217013498263281664,en,15,1,1,6,SocialFlow,"While Donald Trump  badgered the Federal Reserve to lower rates, the central bank was organising 14 ‘Fed Listens’ events with business and community leaders. The results are already influencing monetary policy https://t.co/lkBuJF3lCu"
1497,4898091,2020-01-14 10:27:14+00:00, ,1217030405146206211,en,27,3,5,21,SocialFlow,Just in. https://t.co/1NqA6ETs2q
1496,4898091,2020-01-14 10:40:02+00:00, ,1217033628066205696,en,393,11,26,386,SocialFlow,"Senior US officials have presented Boris Johnson’s government with a new dossier of intelligence challenging the UK’s claim that it would be able to mitigate the risks of adopting Huawei technology in its 5G network
https://t.co/AK456cfKIu"
1494,4898091,2020-01-14 11:17:55+00:00, ,1217043161270362112,en,9,1,1,7,SocialFlow,"Just in: The UK, France and Germany have triggered a dispute mechanism in the 2015 nuclear agreement with Iran, taking their most robust response yet to Tehran’s decision to no longer abide by the uranium enrichment limits set in the accord https://t.co/5GgtMlfkaX"
1491,4898091,2020-01-14 12:00:17+00:00, ,1217053823430209536,en,29,7,5,27,SocialFlow,"With its low birth rate and fast-ageing population, Europe is facing a demographic crisis, one that economists fear could hit growth and public finances https://t.co/YVK3GazRVq https://t.co/Knn9MmNbcK"
1490,4898091,2020-01-14 12:20:04+00:00, ,1217058801439907840,en,12,0,0,6,SocialFlow,"Carlos Ghosn is taking Renault to court in an attempt to claim a €250,000 pension payment, in the first of several legal cases the fugitive former car boss hopes to use to recoup money forfeited since his arrest in 2018 https://t.co/nagj6ZbBU3"
1488,4898091,2020-01-14 13:00:08+00:00, ,1217068881975685122,en,16,1,6,5,SocialFlow,"Robert Shrimsley: The BBC is, for all its flaws, one of the UK’s best brand ambassadors. Boris Johnson must get past his gripes and move on to future-proofing a precious asset https://t.co/m6iO4is9mt"
1487,4898091,2020-01-14 13:20:05+00:00, ,1217073905942384642,en,17,2,2,9,SocialFlow,Good morning New York. While you were sleeping this was one of our most-read stories https://t.co/5yBlwQvBVQ
1485,4898091,2020-01-14 14:00:08+00:00, ,1217083981478404096,en,15,1,1,10,SocialFlow,"Six Volkswagen executives are accused of 'deliberately misleading' authorities and customers in the run-up to the diesel emissions scandal in 2015, by failing to disclose the existence of cheat devices
https://t.co/Cps5k9tyKm"
1482,4898091,2020-01-14 14:30:38+00:00, ,1217091657616838656,en,0,0,0,8,SocialFlow,"RT @muradahmed: Barcelona tops football’s rich list for first time, showing smart off field changes can boost the top line - in @FT https:/…"
1477,4898091,2020-01-14 15:38:47+00:00, ,1217108809321152513,en,26,0,3,15,Ads Uploader for Twitter,"""The reason a narrow trade deal is now the most likely way forward is that all the alternatives have been eliminated."" https://t.co/1vuYgYfSWX"
1474,4898091,2020-01-14 15:38:48+00:00, ,1217108814710935552,en,267,22,30,201,Ads Uploader for Twitter,"""The reason a narrow trade deal is now the most likely way forward is that all the alternatives have been eliminated."" https://t.co/XX4qid5Xd5"
1476,4898091,2020-01-14 15:38:48+00:00, ,1217108811149955074,en,99,5,1,25,Ads Uploader for Twitter,"""Scott Morrison comprehensively demonstrated how not to handle a holiday, with or without a crisis."" https://t.co/zeUMreZIDD"
1471,4898091,2020-01-14 15:38:50+00:00, ,1217108820113154048,en,7,5,9,6,Ads Uploader for Twitter,"""The BBC is the single biggest investor in original British content. Every £1 we spend generates £2 for the UK economy. We operate as an engine powering the whole creative sector."" https://t.co/LsTp8V1Oaf"
1469,4898091,2020-01-14 15:38:51+00:00, ,1217108823745400832,en,0,0,2,1,Ads Uploader for Twitter,Political and business leaders in London have issued a stark warning to Boris Johnson that his plans to narrow regional inequalities across the UK could damage the capital’s status as a world-leading city. https://t.co/9kBsKT2lr9
1462,4898091,2020-01-14 15:38:54+00:00, ,1217108836240314369,en,0,0,0,0,Ads Uploader for Twitter,"""Scott Morrison comprehensively demonstrated how not to handle a holiday, with or without a crisis."" https://t.co/j5pgGbqoY9"
1461,4898091,2020-01-14 15:38:54+00:00, ,1217108837972561921,en,0,0,0,0,Ads Uploader for Twitter,"""I think it’s unwise to assume that we have entered a permanent bear market in commodities — at least not yet."" https://t.co/RTic3jHf8f"
1460,4898091,2020-01-14 15:38:54+00:00, ,1217108839742550018,en,0,0,0,0,Ads Uploader for Twitter,"""At a time when the People’s Republic of China is becoming ever more authoritarian, Taiwan’s continued success matters to the cause of democracy all over the world."" https://t.co/lPpLZL4YUW"
1458,4898091,2020-01-14 15:38:55+00:00, ,1217108843227947008,en,4,0,0,0,Ads Uploader for Twitter,"""I think it’s unwise to assume that we have entered a permanent bear market in commodities — at least not yet."" https://t.co/nAYWtKQo8Z"
1457,4898091,2020-01-14 15:38:56+00:00, ,1217108845002215431,en,161,4,8,56,Ads Uploader for Twitter,"""At a time when the People’s Republic of China is becoming ever more authoritarian, Taiwan’s continued success matters to the cause of democracy all over the world."" https://t.co/xfI8T2izgl"
1455,4898091,2020-01-14 15:38:56+00:00, ,1217108848542175235,en,2,0,0,0,Ads Uploader for Twitter,"""I think it’s unwise to assume that we have entered a permanent bear market in commodities — at least not yet."" https://t.co/EzhmUgwIEv"
1456,4898091,2020-01-14 15:38:56+00:00, ,1217108846818287616,en,29,1,1,7,Ads Uploader for Twitter,"""Scott Morrison comprehensively demonstrated how not to handle a holiday, with or without a crisis."" https://t.co/LGXkmnfdcr"
1453,4898091,2020-01-14 15:38:57+00:00, ,1217108852019224578,en,4,0,0,2,Ads Uploader for Twitter,"""I think it’s unwise to assume that we have entered a permanent bear market in commodities — at least not yet."" https://t.co/j1rlrMS7tp"
1454,4898091,2020-01-14 15:38:57+00:00, ,1217108850261794823,en,49,3,2,15,Ads Uploader for Twitter,"""Scott Morrison comprehensively demonstrated how not to handle a holiday, with or without a crisis."" https://t.co/TNuiwCNnKF"
1452,4898091,2020-01-14 15:38:58+00:00, ,1217108853797597185,en,3,0,0,0,Ads Uploader for Twitter,"""I think it’s unwise to assume that we have entered a permanent bear market in commodities — at least not yet."" https://t.co/FDdh5vOotN"
1449,4898091,2020-01-14 15:38:59+00:00, ,1217108859057328133,en,0,0,0,0,Ads Uploader for Twitter,"""I think it’s unwise to assume that we have entered a permanent bear market in commodities — at least not yet."" https://t.co/HGCK9eivSJ"
1443,4898091,2020-01-14 15:39:02+00:00, ,1217108869824032768,en,0,0,1,0,Ads Uploader for Twitter,"""I think it’s unwise to assume that we have entered a permanent bear market in commodities — at least not yet."" https://t.co/qqC9nEMGAp"
1442,4898091,2020-01-14 15:39:02+00:00, ,1217108871640121344,en,14,2,0,4,Ads Uploader for Twitter,"""Scott Morrison comprehensively demonstrated how not to handle a holiday, with or without a crisis."" https://t.co/zrtf0m11C1"
1436,4898091,2020-01-14 15:39:05+00:00, ,1217108886374711299,en,4,0,0,1,Ads Uploader for Twitter,"""Scott Morrison comprehensively demonstrated how not to handle a holiday, with or without a crisis."" https://t.co/d93JOYLpqu"
1435,4898091,2020-01-14 15:39:06+00:00, ,1217108888157401089,en,0,0,0,0,Ads Uploader for Twitter,“I don’t want a world where politicians use our personal data. But can anyone win without it?” https://t.co/jp26kmDlTV
1432,4898091,2020-01-14 15:39:07+00:00, ,1217108893366616065,en,0,0,0,0,Ads Uploader for Twitter,“I don’t want a world where politicians use our personal data. But can anyone win without it?” https://t.co/kz0GjFkfxZ
1433,4898091,2020-01-14 15:39:07+00:00, ,1217108891693125632,en,5,0,1,2,Ads Uploader for Twitter,"""Scott Morrison comprehensively demonstrated how not to handle a holiday, with or without a crisis."" https://t.co/QOpj7VOcfu"
1429,4898091,2020-01-14 15:39:08+00:00, ,1217108898731130881,en,1,0,0,0,Ads Uploader for Twitter,“I don’t want a world where politicians use our personal data. But can anyone win without it?” https://t.co/kxwc2GERNn
1431,4898091,2020-01-14 15:39:08+00:00, ,1217108895107375104,en,0,0,1,0,Ads Uploader for Twitter,"""I think it’s unwise to assume that we have entered a permanent bear market in commodities — at least not yet."" https://t.co/Rlt6LaNvy2"
1430,4898091,2020-01-14 15:39:08+00:00, ,1217108896915034113,en,9,0,0,3,Ads Uploader for Twitter,"""Scott Morrison comprehensively demonstrated how not to handle a holiday, with or without a crisis."" https://t.co/sqg0RvDvsd"
1426,4898091,2020-01-14 16:20:06+00:00, ,1217119206799564800,en,20,1,3,14,SocialFlow,"Robin Harding: Future populations will reflect a truly remarkable fall in global fertility
https://t.co/IWHxOkJVtU https://t.co/ggeAxwzkgz"
1423,4898091,2020-01-14 17:20:07+00:00, ,1217134312295993347,en,17,2,2,7,SocialFlow,"Boris Johnson’s government is trying to claw back some of the £10m paid to trade organisations to prepare for a no-deal Brexit last October
https://t.co/En7KAF8U1S"
1422,4898091,2020-01-14 17:40:07+00:00, ,1217139343820718080,en,0,0,0,21,SocialFlow,"RT @PickardJE: Boris Johnson on the chances of a trade deal with EU:

December: “absolutely zero” chance of it not happening 

January: “ve…"
1418,4898091,2020-01-14 19:00:08+00:00, ,1217159478719676419,en,12,2,6,11,SocialFlow,"Elizabeth Warren has confirmed that Bernie Sanders told her a woman could not win the US presidential election, as the two progressive Democratic White House contenders spar openly for the first time three weeks before the critical Iowa caucuses https://t.co/E1cW4Ouh3S"
1416,4898091,2020-01-14 19:40:04+00:00, ,1217169530004365314,en,21,0,2,19,SocialFlow,Narendra Modi enjoyed star-studded support ahead of his re-election last year. But a wave of Bollywood actors and directors have joined or supported demonstrations against what critics say is an anti-Muslim citizenship law https://t.co/VMlhd76p1B
1415,4898091,2020-01-14 20:00:14+00:00, ,1217174604717920257,en,37,7,2,18,SocialFlow,FT View: BlackRock’s pledges may have a crucial impact at what could be a key moment in the fight against climate change. Its head Larry Fink deserves credit for recognising that the asset owner is part of the problem. Now he needs to follow his own advice https://t.co/nOmGz6eZov
1414,4898091,2020-01-14 20:20:06+00:00, ,1217179605276274693,en,21,1,3,15,SocialFlow,Opinion: What the US calls intellectual property theft by China began 40 years ago as technical co-operation. Such agreements are reinterpreted today as evidence of the coerced transfer of technology — an act of American duplicity https://t.co/OejM3LX4zx
1413,4898091,2020-01-14 20:40:03+00:00, ,1217184625568731136,en,31,6,0,17,SocialFlow,"The head of BlackRock has railed against short-termism and political dysfunction. His latest letter, sent on Tuesday morning, centred on climate change and its impact on investment risk. Why is BlackRock focusing on this? And how big a change will this be? https://t.co/EMq6BxU4hL"
1411,4898091,2020-01-14 21:00:44+00:00, ,1217189830326657024,en,4,0,2,1,Twitter Web App,"Most e-waste will likely end up in landfill, incinerated, traded illegally or processed in a substandard way. That means hazardous substances will be spilled into the environment, poisoning the ground and people living nearby https://t.co/usI4tcuNyj https://t.co/yXfLr4BKEY"
1410,4898091,2020-01-14 21:01:24+00:00, ,1217189998505623553,en,3,0,1,3,Twitter Web App,"Though the EU has tried to avoid trade of such hazardous substances, the European Environment Agency estimates that it still illegally exports 1.3m tonnes of e-waste each year. The UK is the worst offender in Europe for illegal e-waste exports https://t.co/usI4tcuNyj https://t.co/0DDMHWBhZz"
1406,4898091,2020-01-14 21:40:11+00:00, ,1217199759934574594,en,28,2,1,13,SocialFlow,"In 2019 Boeing scored its lowest number of orders and deliveries in more than a decade, ceding the crown as the world’s biggest plane maker to rival Airbus https://t.co/oy1qin4e8P"
1405,4898091,2020-01-14 22:00:05+00:00, ,1217204767253987328,en,0,0,0,11,SocialFlow,"RT @GuyChazan: Who'd've thought it - turns out Greggs, the baker, is a shining example of ethical business. Fascinating column by @brookema…"
1403,4898091,2020-01-14 22:40:07+00:00, ,1217214841322115073,en,676,8,30,652,SocialFlow,"Senior US officials have presented Boris Johnson’s government with a new dossier of intelligence challenging the UK’s claim that it would be able to mitigate the risks of adopting Huawei technology in its 5G network
https://t.co/x4C6lIecHy"
1400,4898091,2020-01-14 23:37:13+00:00, ,1217229212693692417,en,10,3,1,10,SocialFlow,Federal Reserve to keep repo interventions at elevated levels https://t.co/zqxI5r3zlq
1397,4898091,2020-01-15 00:01:31+00:00, ,1217235323916296194,en,22,2,0,2,SocialFlow,"Good morning, Hong Kong. While you were sleeping, this was our most read story: https://t.co/1mXnvKgMqi"
1396,4898091,2020-01-15 00:20:06+00:00, ,1217240001915867137,en,0,0,0,8,SocialFlow,"RT @JohnReedwrites: Thant Myint-U on Xi’s upcoming Myanmar visit:

“Thousands of new deals are being made between the two countries, hundre…"
1395,4898091,2020-01-15 00:30:16+00:00, ,1217242561070477313,en,27,5,3,8,SocialFlow,Every breath you take... counts. How to harness the power of breathing – this year’s game-changing wellness trend https://t.co/hGIai8JAwF
1393,4898091,2020-01-15 00:40:06+00:00, ,1217245037668569089,en,0,0,0,12,SocialFlow,RT @robertshrimsley: The Tory war on the BBC and why the govt needs to step back and build a new future for one of  the the UK's greatest g…
1392,4898091,2020-01-15 01:00:11+00:00, ,1217250090672361472,en,24,6,3,16,SocialFlow,"With its low birth rate and fast-ageing population, Europe is facing a demographic crisis, one that economists fear could hit growth and public finances https://t.co/1gjOvPVzF6 https://t.co/EWQokYUlZO"
1391,4898091,2020-01-15 03:13:53+00:00, ,1217283736745783297,en,28,4,3,24,SocialFlow,The costs of a declining population https://t.co/YF4LiXWWTa
1390,4898091,2020-01-15 03:13:53+00:00, ,1217283736942841856,en,8,0,0,7,SocialFlow,Q&amp;A: How dangerous is China’s latest viral outbreak? https://t.co/W7buBghHwQ
1387,4898091,2020-01-15 04:07:19+00:00, ,1217297183084621824,en,22,1,1,14,SocialFlow,An outbreak of a new viral disease in China has prompted concern about the risks and fears of an official cover-up. Here’s what you should know about the Sars-like coronavirus if you’re planning on traveling to China: https://t.co/tIhh77DfAU
1385,4898091,2020-01-15 05:00:08+00:00, ,1217310473684758528,en,12,1,0,1,SocialFlow,"The foundations of space law were laid at the height of the Soviet-American space race. But because space belongs to no one, unforeseen issues are emerging as the private sector sets its sights beyond the horizon https://t.co/Bc1zBQbyBL"
