,author id,created_at,geo,id,lang,like_count,quote_count,reply_count,retweet_count,source,tweet
1230,4898091,2020-01-16 17:20:09+00:00, ,1217859096411504642,en,21,0,2,12,SocialFlow,"An independent US congressional watchdog found that the White House violated the law by withholding military aid to Ukraine last year, a fresh blow to Donald Trump ahead of a Senate trial centred on whether he froze the funds to pressure Kyiv https://t.co/HOlboekf4x"
1227,4898091,2020-01-16 18:20:10+00:00, ,1217874197101281280,en,35,3,1,17,SocialFlow,"Machine learning based on devices, rather than in the cloud, has become one of the most important technology frontiers in artificial intelligence https://t.co/PwtWVG9BPp"
1226,4898091,2020-01-16 18:40:06+00:00, ,1217879214130704384,en,63,3,5,56,SocialFlow,"Man-made climate change was the main contributor to making the past decade the warmest on record, the UK weather service said in a study backed up by Nasa data https://t.co/XydkzlWhxj https://t.co/73Xtw49qdy"
1223,4898091,2020-01-16 19:40:03+00:00, ,1217894301021110278,en,169,22,6,75,SocialFlow,Microsoft says it will become 'carbon negative' by 2030 and offset all the carbon emissions it has made since it was founded. It also announced it will launch a $1bn innovation fund to tackle the climate crisis  https://t.co/dzxlHfoeVf
1222,4898091,2020-01-16 20:01:21+00:00, ,1217899662314786817,en,40,0,0,7,SocialFlow,"Arctic Bath, Sweden's astonishing new floating spa hotel, opened its doors this week – and the FT got an exclusive first look inside https://t.co/UCr1HvnODK https://t.co/JluDQrxye9"
1220,4898091,2020-01-16 20:40:07+00:00, ,1217909416474836992,en,55,2,1,21,SocialFlow,"The mining company Lucara recovered a 1,758-carat rough diamond — the second-largest found in a century, and now Louis Vuitton has emerged as the surprise buyer https://t.co/D9bdthqCOj"
1218,4898091,2020-01-16 21:00:10+00:00, ,1217914461908099073,en,12,0,1,8,SocialFlow,"Just published: front page of the Financial Times UK edition, Friday January 17 https://t.co/9CPa5IqPCW https://t.co/2JOoqBR1ir"
1217,4898091,2020-01-16 21:20:04+00:00, ,1217919472549449729,en,23,0,2,11,SocialFlow,"Philip Stephens: Good is not the same as popular, at least not in rich economies. Trade deals create absolute losers as well as winners
https://t.co/NxVZj4Xt6R"
1216,4898091,2020-01-16 21:40:08+00:00, ,1217924521312837632,en,30,1,1,14,SocialFlow,"It's been almost seven years since the Edward Snowden revelations and relations are still tense between Washington and the tech industry. While the government wants a backdoor for locked phones, companies want to make them more secure against surveillance https://t.co/guF588w2vy"
1214,4898091,2020-01-16 22:20:05+00:00, ,1217934574560464902,en,68,7,1,35,SocialFlow,"Alphabet, Google's parent company, has reached a value above $1tn for the first time, making it the fourth tech giant to cross that threshold. https://t.co/c7gpBUCcz1"
1211,4898091,2020-01-16 22:55:31+00:00, ,1217943491969540096,en,7,0,0,5,SocialFlow,NBC unveils streaming service that’s more like TV https://t.co/1UK1ti9N7h
1210,4898091,2020-01-16 23:00:10+00:00, ,1217944664030031872,en,17,0,1,8,SocialFlow,The taste of California in London’s Soho: Tim Hayward on the delightful oddity that is Sola https://t.co/ak8PBgXJJV
1207,4898091,2020-01-17 01:23:42+00:00, ,1217980784226848768,en,3,0,1,5,SocialFlow,US softens stance on South Korea’s contribution to hosting its troops https://t.co/e7NAq0fn7a
1206,4898091,2020-01-17 01:36:12+00:00, ,1217983931523444736,en,13,2,0,7,SocialFlow,India mobile storm blows in Reliance Jio’s favour https://t.co/7jCBYbEgbN
1205,4898091,2020-01-17 02:20:35+00:00, ,1217995100225200129,en,38,1,3,27,SocialFlow,"China’s economy grew at 6.1% last year, the lowest rate since 1990, while the birth rate hit a record low, highlighting Beijing’s domestic challenges despite a truce in its painful trade war with the US https://t.co/N6uUvOLxoI https://t.co/rFXzAc3QfY"
1203,4898091,2020-01-17 04:00:09+00:00, ,1218020155726409728,en,19,0,3,22,SocialFlow,"Phil Hogan, the EU trade commissioner, dismissed the US-China ‘phase one’ trade deal as mainly a political act by Donald Trump to win re-election https://t.co/IcOTQFDYuP https://t.co/0DfzQ4Z2vB"
1200,4898091,2020-01-17 05:00:02+00:00, ,1218035224338161664,en,17,1,0,16,SocialFlow,Herbert Diess has warned that Volkswagen will have to ‘slaughter some sacred cows’ and transform itself into a technology company to survive https://t.co/7PGTTibJuk
1199,4898091,2020-01-17 05:20:05+00:00, ,1218040271142866946,en,12,2,3,12,SocialFlow,"The US labour department will ban computers from ‘lock-up’ rooms where journalists prepare economic reports, which could have a profound effect on financial markets — particularly on firms that trade quickly on the news https://t.co/jIqbR8ZLN9"
1196,4898091,2020-01-17 06:20:06+00:00, ,1218055375330652160,en,23,1,0,19,SocialFlow,"Spain amassed €53bn of bids for its new 10-year bond on Tuesday, the most for any euro bond, in a sale that raised €10bn https://t.co/KtBMRQLQD6"
1195,4898091,2020-01-17 06:40:05+00:00, ,1218060402258579456,en,9,1,0,6,SocialFlow,"Top Wall Street banks suffered a $558m drop in fees from advising on mergers and acquisitions in 2019, one of the few lacklustre spots in what was a banner year for many of the largest US investment banks https://t.co/ShT2mIApJT https://t.co/IUbhG4c6rA"
1194,4898091,2020-01-17 07:00:06+00:00, ,1218065443346362368,en,21,0,1,10,SocialFlow,"Good morning, London. While you were sleeping, this was our most read story: https://t.co/C6OGBOHy8x"
1193,4898091,2020-01-17 07:15:09+00:00, ,1218069227413954560,en,13,2,9,11,SocialFlow,Officials fear Boris Johnson is poised to sack as many as four of the seven female ministers in a cabinet shake-up next month. ‘It doesn’t look good.’ https://t.co/Ys20tKRV6y
1191,4898091,2020-01-17 07:45:06+00:00, ,1218076764972441602,en,9,1,1,8,SocialFlow,Hundreds of thousands of the UK’s higher earners could see tax bills significantly reduced under possible changes to pension saving limits https://t.co/9LN807ILhC
1190,4898091,2020-01-17 08:00:11+00:00, ,1218080561933234176,en,9,0,0,2,SocialFlow,"Tim Harford explains ‘harbingers of failure’, consumers with an unerring nose for products the mass market will despise — and discovers he might be one https://t.co/J5wVPhOIJI https://t.co/SA5wH9o66j"
1189,4898091,2020-01-17 08:15:06+00:00, ,1218084313947873280,en,11,1,1,7,SocialFlow,An influx of Chinese students saw the number of non-European foreigners starting courses at British universities jump by 10% overall last year https://t.co/QJ0z8pfL9M https://t.co/wf8vRuO5pW
1188,4898091,2020-01-17 08:30:09+00:00, ,1218088104961216513,en,30,3,3,13,SocialFlow,"Historians aren’t prophets; I didn’t see this coming from either extreme, right or left, Simon Schama writes. But then, after 1952 he had never seen another anti-Semitic daub deface a British wall; until, that is, the past few years https://t.co/rpNl5lvTit"
1187,4898091,2020-01-17 08:45:03+00:00, ,1218091852588560385,en,25,1,6,25,SocialFlow,"When asked why the US military had not released the information sooner, Capt Urban told the FT: ‘We moved to correct the record as soon as able.’ https://t.co/73fyhHEK0e"
1186,4898091,2020-01-17 09:00:11+00:00, ,1218095663495417858,en,7,0,1,2,SocialFlow,"Since the Conservative party won December’s election, property agents have been elated — mostly that Labour lost. The FT polled experts and buyers on what the next 12 months hold https://t.co/kYRr0vdq0q"
1178,4898091,2020-01-17 11:34:38+00:00, ,1218134528373465091,en,0,0,0,26,SocialFlow,RT @SpiegelPeter: All hail the new leader! ⁦@khalafroula⁩ arrives for her first morning news conference as editor of the @FT. https://t.co/…
1176,4898091,2020-01-17 12:00:17+00:00, ,1218140986305654784,en,15,1,2,15,SocialFlow,"In a country where hardliners have clamped down on pro-democracy and reformist figures, celebrities and athletes have become the public voice of the protests https://t.co/gHxyaJkt8U"
1174,4898091,2020-01-17 12:40:05+00:00, ,1218150999141113856,en,10,1,0,1,SocialFlow,"Loro Piana’s core materials are the likes of vicuña wool, sheared from miniature cinnamon-hued camelids that live in the high Andes, and the fleece of the Capra hircus, the so-called cashmere goat that is native to Inner Mongolia
https://t.co/cIpW9zcJmm"
1172,4898091,2020-01-17 13:20:04+00:00, ,1218161064447180801,en,67,4,4,29,SocialFlow,"Joseph Stiglitz: The first critical flaw in Mark Zuckerberg’s thinking is the idea that the marketplace for goods is efficient without regulation
https://t.co/XPm4kGxO2P"
1171,4898091,2020-01-17 13:38:49+00:00, ,1218165781038600192,en,0,0,0,3,SocialFlow,"RT @HennessyKesewa: Bargain 👇🏽: 30 day free sample of Tech Scroll Asia newsletter - includes access to FT too

https://t.co/zjFFJLjkgl"
1169,4898091,2020-01-17 14:00:11+00:00, ,1218171157075169282,en,5,1,0,2,SocialFlow,"Regional airline Flybe has rebutted claims it is receiving special treatment on its air passenger duty
https://t.co/PnmTjzaJeK"
1168,4898091,2020-01-17 14:20:06+00:00, ,1218176172170924032,en,28,2,3,11,SocialFlow,"Policymakers across the industrialised world need to get serious about the transition to a low-carbon economy
https://t.co/9v1Csp6lli"
1167,4898091,2020-01-17 14:40:04+00:00, ,1218181195583885312,en,97,5,10,32,SocialFlow,"Bill Weld, Donald Trump's Republican rival, believes there is an audience for his pro-environment, low-tax, pro-gay marriage message
https://t.co/XRYnJgWhl4"
1164,4898091,2020-01-17 15:00:11+00:00, ,1218186258763173889,en,18,2,1,11,Twitter Web App,"While the global population overall is getting older, Europe is an extreme example of this trend https://t.co/LEw1x4N2hP https://t.co/CsBaWhkdo8"
1162,4898091,2020-01-17 15:09:14+00:00, ,1218188535217434624,en,8,2,2,6,Twitter Web App,"Population in 10 of the 28 EU member states fell in 2018, including Croatia, Latvia, Bulgaria and Romania https://t.co/KzXgl6VJ9g https://t.co/PchTRIJzoJ"
1161,4898091,2020-01-17 15:13:54+00:00, ,1218189711988207617,en,35,2,4,13,Twitter Web App,It’s not just Europe. The Japanese government forecast that the country's indigenous population will soon shrink at the rate of one person every minute https://t.co/CELu8KQTMM
1160,4898091,2020-01-17 15:17:59+00:00, ,1218190738787381248,en,0,0,0,8,SocialFlow,"RT @ChassNews: Such violent fire storms are normally considered rare, but dozens have occurred in #Australia in the past three months, acco…"
1159,4898091,2020-01-17 15:19:25+00:00, ,1218191100529332225,en,21,6,4,12,Twitter Web App,"In South Korea, the fertility rate dipped to just 0.98 last year, and in the US it hit an all-time low of 1.73 births per woman https://t.co/meufaTcHNa https://t.co/uEUv6jXeRG"
1152,4898091,2020-01-17 16:40:08+00:00, ,1218211409844150276,en,7,1,4,3,SocialFlow,Sarah Sands: Brexit exposed the fault lines in British society. Will #Megxit do the same? https://t.co/W4lqHalHo2
1150,4898091,2020-01-17 17:04:02+00:00, ,1218217427349180416,en,32,1,2,17,Twitter for Advertisers.,"It was a final, unfortunate reminder that there are times when one learns a lot more about one’s leader when they are away from their desk, not behind it https://t.co/eAFZyj0bEY"
1139,4898091,2020-01-17 20:40:07+00:00, ,1218271805682671616,en,19,1,5,8,SocialFlow,"Camilla Cavendish: Prince Harry and Meghan Markle want to escape the royal spotlight, but seek global limelight. They risk swapping one gilded cage for another — and it may not be good for Britain https://t.co/LDJScb21zu"
1138,4898091,2020-01-17 21:00:11+00:00, ,1218276854425182213,en,20,3,3,11,SocialFlow,"Historians aren’t prophets; I didn’t see this coming from either extreme, right or left, Simon Schama writes. But then, after 1952 he had never seen another anti-Semitic daub deface a British wall; until, that is, the past few years https://t.co/vcEXhjiC31"
1137,4898091,2020-01-17 21:20:04+00:00, ,1218281858552795138,en,18,1,1,6,SocialFlow,Those of us who remember Princess Diana see the events unfolding as part of a two-generation story. Who knows how the next will play out? https://t.co/i3YEFbWPJv
1136,4898091,2020-01-17 21:45:11+00:00, ,1218288181868670977,en,14,3,0,12,SocialFlow,Just published: front page of the Financial Times international edition Saturday January 18 https://t.co/QBoNPtev0G https://t.co/64QDkxHc6t
1134,4898091,2020-01-17 22:00:05+00:00, ,1218291931094175744,en,52,7,11,36,SocialFlow,"Boeing has found a new glitch in the software of the 737 Max jet during a technical review. The software was part of a system that starts when the aircraft powers up, and which checks that the jet’s other systems are operating correctly https://t.co/ty1F5Isyf1"
1133,4898091,2020-01-17 22:20:04+00:00, ,1218296960756613125,en,16,1,2,12,SocialFlow,"FT View: World Athletics should investigate footwear for evidence of 'unfair assistance'. But it would be better advised to concentrate on curbing illegal performance enhancement, from doping to bullying. Let the shoe-scientists run their parallel race https://t.co/FWwwfg2s2G"
1132,4898091,2020-01-17 22:59:13+00:00, ,1218306809590665216,en,7,0,0,2,SocialFlow,Best Buy investigates misconduct claims against CEO https://t.co/SW0o6FvFNH
1125,4898091,2020-01-18 03:46:37+00:00, ,1218379137846513667,en,181,138,155,112,SocialFlow,"Forget staying close to EU after Brexit, chancellor tells business https://t.co/rEkNTT0TXf"
1126,4898091,2020-01-18 03:46:37+00:00, ,1218379137670438912,en,56,4,7,27,SocialFlow,US stocks close in on the biggest bull run on record https://t.co/9v2mjH7jhO
1124,4898091,2020-01-18 04:11:04+00:00, ,1218385290814984193,en,9,1,4,0,SocialFlow,Forget a wedding dress that is worn once and then shoved to the back of the closet for decades https://t.co/CasZKEImPg
1123,4898091,2020-01-18 08:10:01+00:00, ,1218445425440587777,en,12,0,3,7,SocialFlow,Sarah Sands: Brexit exposed the fault lines in British society. Will #Megxit do the same? https://t.co/VaiU56blvd
1121,4898091,2020-01-18 10:07:04+00:00, ,1218474879797907461,en,17,1,1,6,SocialFlow,Is Labour leader candidate Keir Starmer the true inspiration behind Bridget Jones’s mysterious Mark Darcy? Find out what Robert Shrimsley has to say about the question on all of our minds https://t.co/UjpUZFy2xG
1119,4898091,2020-01-18 11:21:04+00:00, ,1218493503786954753,en,25,0,1,12,SocialFlow,Big Australian investors under scrutiny over climate change https://t.co/iUrWALSRlu
1114,4898091,2020-01-18 14:06:03+00:00, ,1218535023957159936,en,13,2,0,6,SocialFlow,"Cho Nam-joo's bestselling novel Kim Jiyoung, Born 1982 has fired up east Asia’s #MeToo movement. Over Lunch with the FT she talks about K-pop suicides, boys’ egos — and her extraordinary ‘everywoman’ heroine https://t.co/ZBBzmYQMZb"
1111,4898091,2020-01-18 16:02:02+00:00, ,1218564210856284160,en,16,0,0,2,SocialFlow,Spoilt for choice? Chef Ollie Dabbous on the best food spots in London https://t.co/oMGEVPYUUj
1110,4898091,2020-01-18 16:05:08+00:00, ,1218564990002704391,en,14,0,0,12,SocialFlow,Libya’s military strongman halts oil exports ahead of peace talks https://t.co/4GCcjJf0Fg
1106,4898091,2020-01-18 18:03:02+00:00, ,1218594661729820673,en,34,1,2,8,SocialFlow,"Arctic Bath, Sweden's astonishing new floating spa hotel, is finally opening its doors this week. The @financialtimes got an exclusive first look inside
https://t.co/X4R641w0DK"
1105,4898091,2020-01-18 20:03:04+00:00, ,1218624867458801665,en,45,2,6,21,SocialFlow,Why Middle America is underestimated https://t.co/gAPjT0u9IG
1104,4898091,2020-01-18 21:48:23+00:00, ,1218651374134710277,en,49,6,9,11,SocialFlow,Prince Harry and Meghan Markle to stop royal duties in the spring https://t.co/2vBH5E4POu
1102,4898091,2020-01-19 00:07:48+00:00, ,1218686459714076672,en,13,2,1,7,SocialFlow,Democrats set out legal stall for Donald Trump’s impeachment trial https://t.co/O4hNWzTLbi
1101,4898091,2020-01-19 02:25:43+00:00, ,1218721168368263169,en,23,0,0,10,SocialFlow,Arctic Bath: Sweden’s spectacular new floating spa hotel https://t.co/6cBTeqMwlX
1100,4898091,2020-01-19 03:03:03+00:00, ,1218730563558875141,en,25,0,4,5,SocialFlow,Joy Lo Dico: 'Dare I suggest that 1917 is a more feminist film than Little Women?' https://t.co/x4HBc8ZXUW
1098,4898091,2020-01-19 05:10:27+00:00, ,1218762621526183936,en,15,0,0,6,SocialFlow,Brian Moynihan: focused on remembering the financial crisis https://t.co/RFEuHkLZOL
1096,4898091,2020-01-19 05:16:05+00:00, ,1218764040861863941,en,42,3,1,13,SocialFlow,"The mining company Lucara recovered a 1,758-carat rough diamond — the second-largest found in a century – and now Louis Vuitton has emerged as the surprise buyer https://t.co/WMcCg0hLfP"
1093,4898091,2020-01-19 09:44:53+00:00, ,1218831687116824576,en,13,2,2,10,SocialFlow,"Kim Jong Un sacks foreign minister, says report https://t.co/iU4FtkOBqZ"
1086,4898091,2020-01-19 12:37:01+00:00, ,1218875004277919745,en,31,4,9,11,SocialFlow,There is a void where European foreign policy should be https://t.co/3dFTCCRJmv
1085,4898091,2020-01-19 13:04:01+00:00, ,1218881800656883712,en,22,0,1,12,SocialFlow,"Since the Conservatives won December’s election, London property agents have been elated — mostly that Labour lost. 

We look at what the next 12 months hold for:
👉 First-time buyers
👉 Families looking to trade up
👉 Overseas buyers
👉 Landlords
https://t.co/v3elTBxllx"
1082,4898091,2020-01-19 14:42:49+00:00, ,1218906662028894208,en,26,2,0,11,SocialFlow,Beirut rocked by violent clashes in ‘week of rage’ https://t.co/ykpr0DpQhv
1078,4898091,2020-01-19 16:47:42+00:00, ,1218938093346140160,en,20,2,2,10,SocialFlow,Davos 2020: What to watch for at this year’s World Economic Forum https://t.co/4Ar97Ilmob
1076,4898091,2020-01-19 17:02:04+00:00, ,1218941706533527553,en,35,5,0,18,SocialFlow,"In Manhattan, the number of homes sold for more than $10m has fallen 28% over the past three years — and shiny new developments haven't escaped this downturn. Only 13 of the 143 apartments that went on sale in March at 35 Hudson Yards have found buyers https://t.co/px36U3ckiG"
1073,4898091,2020-01-19 19:53:47+00:00, ,1218984920422453249,en,10,1,6,7,SocialFlow,Bank of America aims to ‘double’ its slice of US retail business https://t.co/jNUlCLqGE4
1072,4898091,2020-01-19 21:00:11+00:00, ,1219001632756850688,en,12,1,2,13,SocialFlow,"Just published: front page of the Financial Times UK edition, Monday January 20 https://t.co/HUT1CfMlzi https://t.co/c5lir5bDlT"
1071,4898091,2020-01-19 21:00:11+00:00, ,1219001633046179841,en,15,2,1,14,SocialFlow,"Just published: front page of the Financial Times international edition, Monday January 20 https://t.co/g9yqOsY81M https://t.co/FvzSO310DU"
1068,4898091,2020-01-19 21:27:22+00:00, ,1219008471904985093,en,38,0,3,14,SocialFlow,SpaceX successful abort test sets up Nasa manned mission https://t.co/71Msf5ezPp
1067,4898091,2020-01-19 21:32:49+00:00, ,1219009843119476736,en,23,4,1,11,SocialFlow,China’s falling birth rate creates timebomb for economy https://t.co/wFgq13g2Xy
1066,4898091,2020-01-19 21:32:49+00:00, ,1219009843169832965,en,26,1,0,15,SocialFlow,Boom in emerging market corporate debt stirs fears https://t.co/dyOw0QPTdH
1065,4898091,2020-01-19 22:03:06+00:00, ,1219017465713348608,en,48,1,5,14,SocialFlow,Actor Willem Dafoe dazzles as a grizzled sea dog in The Lighthouse. He talks to the @financialtimes about the extraordinary lengths he went to when preparing for the role  https://t.co/PyEPpRBmls
1064,4898091,2020-01-19 22:07:33+00:00, ,1219018585835802624,en,19,1,1,17,SocialFlow,Foreign powers vow to halt interference in Libya conflict https://t.co/xgfPz8B9gG
1061,4898091,2020-01-20 04:20:07+00:00, ,1219112342165839872,en,10,0,1,1,SocialFlow,"From Simon Schama on the importance of examining humanity’s horrible crimes to a profile of Boris Johnson’s controversial adviser, catch up on our best weekend reads: https://t.co/MHgej1ORl9"
1059,4898091,2020-01-20 05:07:33+00:00, ,1219124282774761472,en,26,0,1,23,SocialFlow,"This year's World Economic Forum in Davos, the 50th annual confab of world leaders and chief executives, opens on Tuesday. Here’s what’s on delegates minds, from slowing global economic growth to the climate crisis: https://t.co/D2Aw8JEdrR"
1058,4898091,2020-01-20 05:20:03+00:00, ,1219127425788993537,en,14,1,1,9,SocialFlow,"Shadow banks have experienced their first fall in assets since 2008, according to new data from the Financial Stability Board, due to a Chinese crackdown and stock market declines https://t.co/skOY6TKeui https://t.co/ov57cyutNZ"
1056,4898091,2020-01-20 06:00:05+00:00, ,1219137502314999808,en,14,0,4,13,SocialFlow,Rana Foroohar: The US used to be the world’s premier technology innovator and China its best duplicator. But the roles are shifting https://t.co/bRTKxv1JlE
1054,4898091,2020-01-20 06:30:08+00:00, ,1219145065605607424,en,12,1,2,3,SocialFlow,"A US state department official told the FT that after protests broke out in Iran in 2018, Washington accelerated efforts to help Iranians communicate with each other and the outside world and thwart internet censorship https://t.co/PrVxV6S4Rs"
1053,4898091,2020-01-20 06:45:03+00:00, ,1219148818031218688,en,16,2,2,2,SocialFlow,Camilla Cavendish: Can you be half a Royal Highness? Prince Harry and Meghan Markle’s conscious uncoupling from the British royal family raises tricky questions about what independence means for an HRH https://t.co/SIy5YYLI6b
1052,4898091,2020-01-20 07:00:05+00:00, ,1219152602023239680,en,35,7,3,24,SocialFlow,"Good morning, London. While you were sleeping, this was our most read story: https://t.co/sAoCvr6Tmn"
1051,4898091,2020-01-20 07:15:06+00:00, ,1219156382039015424,en,410,30,34,137,SocialFlow,Alphabet and Google chief executive Sundar Pichai writes that we need a clear-eyed approach to AI — history is full of examples of how technology’s virtues aren’t guaranteed https://t.co/bh3CoQZz5M https://t.co/PJ1Lbht7DB
1049,4898091,2020-01-20 07:45:04+00:00, ,1219163919920652288,en,21,2,1,25,SocialFlow,"Chinese authorities in Wuhan said 136 patients had been infected with the virus, bringing the number of confirmed cases in the city to more than 190 https://t.co/4AvrGdUZea"
1047,4898091,2020-01-20 08:05:05+00:00, ,1219168959716642816,en,0,0,0,4,SocialFlow,RT @ftmoralmoney: We've gone live🍾! For the next 30 days you can get complimentary access to #FTMoralMoney. Subscribe ⬇️https://t.co/npTE7a…
1046,4898091,2020-01-20 08:15:05+00:00, ,1219171474646425600,en,13,1,0,5,SocialFlow,FT Exclusive: Boris Johnson cancelled a National Security Council meeting at short notice last week following divisions over Britain’s use of ‘soft power’ after Brexit https://t.co/jAuZyugBwv
1041,4898091,2020-01-20 09:40:05+00:00, ,1219192867052236800,en,11,3,1,5,SocialFlow,Andrew Hill: What Donald Trump might paint as a strength — ‘I just keep pushing’ — can be a fatal weakness. Not enough people go into negotiations thinking ‘what can I concede?’ https://t.co/03TgyuDFcl https://t.co/fUW9K46Hc7
1040,4898091,2020-01-20 10:00:10+00:00, ,1219197919322083328,en,3,3,3,4,SocialFlow,"The cost of Britain’s new HS2 high-speed rail project could rise to as much as £106bn, according to an official government review which gives only lukewarm backing to the project https://t.co/4XHgcMF2NW"
1037,4898091,2020-01-20 10:45:06+00:00, ,1219209229493526529,en,0,0,0,42,SocialFlow,"RT @khalafroula: ""There is no question in my mind that artificial intelligence needs to be regulated. It is too important not to. The only…"
1032,4898091,2020-01-20 12:20:02+00:00, ,1219233120395853826,en,24,1,3,3,SocialFlow,Wolfgang Münchau: What I am absolutely certain of is that in 10 years’ time someone will tell us that the EU’s foreign policy has come so much further than we all thought possible in 2020 https://t.co/Xp2PK5lUZz
1031,4898091,2020-01-20 12:40:03+00:00, ,1219238154525462528,en,39,3,4,24,SocialFlow,Alphabet and Google chief executive Sundar Pichai writes that we need a clear-eyed approach to AI — history is full of examples of how technology’s virtues aren’t guaranteed https://t.co/YVB3QWEt14
1029,4898091,2020-01-20 13:20:01+00:00, ,1219248214882254848,en,9,2,1,10,SocialFlow,"Rana Foroohar: America used to be the world’s premier technology innovator and China its best duplicator. But the roles are shifting 
https://t.co/FKgyuRHcWD"
1028,4898091,2020-01-20 13:40:02+00:00, ,1219253253336190983,en,18,2,3,18,SocialFlow,"Chinese authorities in Wuhan said 136 patients had been infected with the virus, bringing the number of confirmed cases in the city to more than 190 https://t.co/i3ut3HpqAl"
1026,4898091,2020-01-20 14:20:05+00:00, ,1219263330646360067,en,10,1,0,4,SocialFlow,"It is BAE Systems' biggest deal in more than a decade
https://t.co/2uPoNcYY4P"
1025,4898091,2020-01-20 14:40:03+00:00, ,1219268355716263937,en,23,2,6,13,SocialFlow,"Huawei chief financial officer Meng Wanzhou’s lawyers plan to argue that she was a victim of a conspiracy between Canadian and US authorities to violate her rights
https://t.co/OC4XdMdkvW"
1021,4898091,2020-01-20 15:20:50+00:00, ,1219278619744272385,en,33,4,11,11,Twitter for Advertisers.,"Your trusted, independent guide to a fragmented world"
1020,4898091,2020-01-20 15:23:40+00:00, ,1219279330313932801,en,49,3,5,13,Twitter for Advertisers.,Helping you thrive in an increasingly disrupted world
1016,4898091,2020-01-20 16:20:05+00:00, ,1219293528741773313,en,11,0,1,8,SocialFlow,"The leader of the antitrust division has spearheaded the 'amicus programme' under which justice department lawyers are increasingly inserting themselves into antitrust litigation to advise judges how to rule
https://t.co/z10pqnN5Bn"
1013,4898091,2020-01-20 17:11:44+00:00, ,1219306527909195780,en,20,1,4,9,SocialFlow,Top hedge funds post biggest gains in at least a decade https://t.co/2lTW8WSs8b
1011,4898091,2020-01-20 17:36:46+00:00, ,1219312826554224641,en,14,0,1,3,SocialFlow,Trump lawyers call impeachment articles ‘deficient on their face’ https://t.co/qDaZg3hqAb
1010,4898091,2020-01-20 17:40:03+00:00, ,1219313654891458560,en,18,3,4,5,SocialFlow,"Brussels wants trade and other future co-operation with Britain to be governed by one strong set of enforcement rules
https://t.co/t2kS4omelM"
1009,4898091,2020-01-20 18:00:10+00:00, ,1219318717424852994,en,9,2,3,9,SocialFlow,"How will the trial proceed? Will Trump be convicted? 
https://t.co/7TG6ZAKh6n"
1007,4898091,2020-01-20 18:11:25+00:00, ,1219321549595074560,en,30,5,9,24,SocialFlow,Vladimir Putin publishes reforms that open way for indefinite rule https://t.co/TzJ4H2ddXl
1004,4898091,2020-01-20 21:50:05+00:00, ,1219376575852044289,en,11,7,0,9,SocialFlow,Just published: front page of the Financial Times UK edition Tuesday January 21 https://t.co/DiERWYVE2K https://t.co/OrxfeeQ5sg
1002,4898091,2020-01-20 22:44:12+00:00, ,1219390196082511872,en,12,0,0,8,SocialFlow,Lawyers for Huawei’s Meng seek to have extradition case dropped https://t.co/oDx8GrVMSc
999,4898091,2020-01-21 00:04:07+00:00, ,1219410309171073031,en,16,1,0,5,SocialFlow,"Good morning, Hong Kong. While you were sleeping, this was our most read story: https://t.co/n4HLb2tBnF"
997,4898091,2020-01-21 01:34:26+00:00, ,1219433037877911552,en,16,1,2,9,SocialFlow,Japanese justice minister: our system is fair https://t.co/hNz1IIEwKI
995,4898091,2020-01-21 01:34:27+00:00, ,1219433041396932618,en,15,0,0,5,SocialFlow,Hong Kong v Shenzhen: the battle for supremacy https://t.co/T0IuDWCDSH
993,4898091,2020-01-21 03:40:54+00:00, ,1219464861316517889,en,15,0,1,10,SocialFlow,Uber sells Indian food delivery business to local rival Zomato https://t.co/3nsuC8e4Ea
991,4898091,2020-01-21 04:00:17+00:00, ,1219469742421028864,en,18,3,3,11,SocialFlow,"Chuck Schumer, the Senate’s Democratic leader, called Mitch McConnell’s rules for Donald Trump’s impeachment trial ‘nothing short of a national disgrace’  https://t.co/LhebHzlVyF"
989,4898091,2020-01-21 04:36:27+00:00, ,1219478843779579907,en,0,0,0,23,SocialFlow,"RT @suelinwong: ""Hong Kong is a vital financial hub for the Communist Party but after the protests, obviously they are thinking of their Pl…"
987,4898091,2020-01-21 05:00:11+00:00, ,1219484813842882560,en,16,1,2,6,SocialFlow,"As Hong Kong’s worst political crisis in decades rattles on into its ninth month, many wonder: can Shenzhen take its place? The FT compares how the rival cities stack up: https://t.co/5NULemt9DL"
986,4898091,2020-01-21 05:20:04+00:00, ,1219489820688470017,en,23,5,0,30,SocialFlow,China has confirmed the first cases of human-to-human transmission of the new Sars-like virus as hundreds of millions of Chinese people prepare to travel to celebrate the lunar new year later this week https://t.co/Vs3tTiAjD4
984,4898091,2020-01-21 06:00:05+00:00, ,1219499889672978433,en,7,0,2,6,SocialFlow,"Robert Shrimsley: In Sajid Javid, Boris Johnson has a capable but compliant chancellor. This may be good for cohesion but the price of unity could be a Treasury too weak to defend the UK’s economic interests https://t.co/KqDPYsOcJF"
978,4898091,2020-01-21 07:30:09+00:00, ,1219522556878782464,en,5,1,1,9,SocialFlow,"Hundreds of employees could face job cuts, while companies working on HS2 have been told to slow down work as uncertainty mounts over the fate of Britain’s most ambitious infrastructure project https://t.co/427fkkOmtV"
975,4898091,2020-01-21 08:15:04+00:00, ,1219533858439401472,en,5,2,0,2,SocialFlow,Just in: BP’s chief financial officer Brian Gilvary will retire in June amid an executive reshuffle at the top of the oil and gas company https://t.co/4K5P2al7sg
